Word,Frequency
dönemin,88
arasına,88
yardımcı,88
kenara,87
yüzü,87
çalışması,87
izleyiciye,87
bırakıyor,87
yolda,87
dile,87
iddialı,87
deniz,87
ekip,87
buldum,87
olayı,87
çaba,87
çocukları,87
kaybı,86
geleni,86
kaldı,86
soğuk,86
yönettiği,86
yeşilçam,86
fazlasını,86
sürükleyici,86
bildiğimiz,86
paul,86
perdede,86
kendisinin,85
eleştiri,85
farkında,85
ters,85
yıldızı,85
akılda,85
ortasında,85
planda,85
uyarlaması,84
noktası,84
akla,84
nokta,84
olmalı,84
anlamak,84
çocuğun,84
boyutlu,84
gerçi,84
kadını,84
değilim,84
atıyor,84
hayran,84
york,84
hayır,84
espri,84
sağlıyor,83
gelelim,83
karşısında,83
umarım,83
seçim,83
nihayetinde,83
çocuğu,83
çıktı,83
komedisi,83
sınıf,83
tarihli,83
gittim,83
neler,83
başladı,83
ikili,82
bulan,82
gerekli,82
bilmiyorum,82
çift,82
ajan,82
yolunu,82
yalnızca,82
hayatın,82
dans,82
geçirmek,82
olmadan,82
hayatına,81
canlı,81
yazan,81
diyor,81
ayakta,81
karaktere,81
uyarlama,81
karakterlere,81
bulunduğu,81
yerlerde,81
sevdiği,81
akıl,81
yaparken,81
dizisi,80
derdi,80
duygusu,80
kurgusu,80
batman,80
izleyicinin,80
yönelik,80
çıkıp,80
eğlence,80
kaçış,80
yaşındaki,80
bizde,80
olanlar,80
bond,80
adamlar,79
itiraf,79
ölçüde,79
bugüne,79
merakla,79
superman,79
vizyon,79
girdiği,79
birbirlerine,79
samimi,79
buluyor,79
ekibin,79
efektleri,79
ikna,78
gerekirse,78
geldiği,78
beklenen,78
peşine,78
nedeni,78
hayatının,78
marvel,78
anlamsız,78
türe,78
yetişkin,78
ilişkisi,78
ileri,78
olayların,78
parlak,78
yoğun,78
arkadaşlar,77
kurt,77
anlatımı,77
anlar,77
kullanan,77
yapay,77
çabası,77
seyirlik,77
hadi,77
anlatmaya,77
yinede,77
gelir,76
çalışma,76
2018,76
muhtemelen,76
uzay,76
kanlı,76
yanları,76
tiyatro,76
hikâye,76
zevk,76
johnny,76
söyleyebilirim,76
aktör,76
bilen,76
etme,76
bilmeyen,76
polisiye,76
dünyasına,76
arası,76
kate,76
parçası,76
potter,76
emin,76
will,76
bugün,75
ilham,75
yıldır,75
hakim,75
yeri,75
iddia,75
metraj,75
renkli,75
beyazperde,75
belgesel,75
tadında,75
puanı,75
kardeşi,75
dizinin,74
kral,74
bakımından,74
kullanılan,74
nevi,74
geçtiği,74
kurduğu,74
bruce,74
drama,74
yoksun,74
disney,74
felaket,74
sırada,74
temiz,74
yönetimi,74
scott,74
varken,74
dönüşen,74
dönen,73
içeren,73
korkunç,73
bilindik,73
yaşıyor,73
aklıma,73
sinemasında,73
bulmak,73
zamanki,73
şansı,73
bekliyor,73
imkansız,73
çıktığı,73
konunun,73
nedir,72
ilgisini,72
dışı,72
ihtiyaç,72
farkı,72
lerin,72
haricinde,72
kurtarmaya,72
bende,72
performansları,71
çiftin,71
yaşında,71
açısı,71
tadı,71
isimler,71
olabildiğince,71
varlığı,71
aralarında,71
finalde,71
gücü,71
olumsuz,71
bakalım,70
olmaması,70
izleyen,70
eminim,70
bütçe,70
gelin,70
genellikle,70
kendisinden,70
testere,70
teslim,70
transformers,70
günümüzde,70
kadrosuna,70
mehmet,70
kitap,70
oluşturuyor,70
ortadan,70
izledik,70
kurban,70
jennifer,70
şahit,69
masum,69
izleyip,69
karşımızdaki,69
billy,69
taze,69
sinemacı,69
kurulu,69
ihtiyacı,69
aşka,69
çalışırken,69
versiyonu,69
insana,69
başarı,69
çalışmış,69
kullanımı,69
enteresan,69
fransa,69
inanılmaz,69
atmış,68
kayıp,68
zarar,68
sayılabilecek,68
diyerek,68
geldiğinde,68
yüzeysel,68
bizzat,68
izlenir,68
karakterine,68
kalırsa,68
devamı,68
geride,68
ticari,68
sırasında,68
sevgi,68
silah,68
çarpıcı,68
olayları,68
anlayışı,68
olmasının,68
niyetli,68
bariz,68
böylesi,67
biliyoruz,67
ımdb,67
aldı,67
olduğundan,67
sevgilisi,67
ölümcül,67
dalga,67
bilinen,67
reklam,67
bizlere,67
uzaylı,67
saatlik,67
çoğunlukla,67
keskin,67
birbirinden,67
mücadele,67
olmazsa,67
birebir,67
baktığımızda,67
kadınlar,67
devreye,67
ahmet,67
nefes,67
içinden,67
benziyor,67
karakterlerle,66
gösterilen,66
oradan,66
kimsenin,66
haftanın,66
problem,66
işaret,66
daniel,66
sahnesinde,66
sessiz,66
aradan,66
zamanlar,66
luke,66
etmeyen,66
temsil,66
şehir,66
emma,66
filmleriyle,66
ettiğimiz,65
böylesine,65
araba,65
bağlı,65
bilet,65
barındıran,65
yalan,65
gücünü,65
naif,65
yukarı,65
dünyası,65
beyazperdede,65
kişinin,65
hayalet,65
yönü,65
yıllardır,65
önceden,65
sürede,65
martin,65
başlangıç,65
boşa,65
altını,65
ekibi,65
alex,65
hikâyenin,65
sıkıntı,65
buradan,65
steve,64
sakin,64
hikayeleri,64
bitiyor,64
memnun,64
kaybeden,64
dehşet,64
stephen,64
yemek,64
metrajlı,64
onca,64
birine,64
yarısında,64
tarih,64
vizyonda,64
tanıdık,64
karmaşık,64
dünyasında,64
açılış,64
defalarca,64
gençlerin,64
kadına,64
şimdiye,64
şeyleri,64
sahnelerinin,64
efsane,64
kitabı,64
anti,64
bunlardan,64
kalır,64
2010,64
star,63
mark,63
degil,63
söylenemez,63
eseri,63
okul,63
kült,63
sapan,63
yönetmenler,63
yıllık,63
gerçeklik,63
kurtarmak,63
izin,63
eylül,63
annesinin,63
kaldığı,63
dili,63
çekmiş,63
siyah,63
üstü,63
recep,63
birinci,62
yapıp,62
meselesi,62
türüne,62
romanından,62
yaparak,62
fayda,62
sergiliyor,62
filmlerle,62
seks,62
kitlesi,62
dönüyor,62
kuşkusuz,62
kaçınılmaz,62
görev,62
arkasında,62
öylesine,62
kalma,62
başrolde,62
karakterlerini,62
yapı,62
emre,62
kitabın,62
gerektiğini,62
depp,62
halinde,62
hikayesine,62
iyisi,62
ivedik,62
zamanında,61
yapması,61
istiyorsanız,61
süren,61
onunla,61
sonradan,61
annesi,61
alması,61
olası,61
çıkarıyor,61
hataları,61
nefret,61
yaşadıkları,61
besson,61
nereden,61
olayın,61
bayağı,61
sahnelerinde,61
meşhur,61
halini,61
malesef,61
fazlası,61
kadınların,61
malzeme,61
tatlı,61
takdir,61
oyunları,61
ırak,60
bilimkurgu,60
birde,60
andan,60
bilgi,60
stone,60
yakından,60
rolündeki,60
destek,60
başı,60
ilişkin,60
kaba,60
toplum,60
murat,60
henry,60
duygusunu,60
mantıklı,60
amaç,60
tomatoes,60
ikisi,60
böylelikle,60
gözler,60
rotten,60
hazır,60
müzikler,60
sorunları,60
ediyoruz,60
zombi,60
oranda,60
zeka,60
yada,60
anlattığı,59
kevin,59
diyelim,59
tutan,59
başa,59
yaratılan,59
problemi,59
uğruna,59
söylüyor,59
unsuru,59
yolunda,59
orjinal,59
aynen,59
yarıda,59
aslına,59
almaya,59
takım,59
ödüllü,59
kendinizi,59
eşlik,59
fırsat,59
rahatlıkla,59
seyir,59
andıran,58
gördüğü,58
ışık,58
gören,58
dedim,58
oyunculukları,58
diyen,58
ailesinin,58
yaratmak,58
yapımın,58
masal,58
ilişkileri,58
açıyor,58
devlet,58
kopuk,58
uyuşturucu,58
alışık,58
daim,58
adıyla,58
bizleri,58
öyküsünü,58
imzalı,58
ikilinin,58
gitmek,58
müzikal,58
güney,58
hareketli,58
steven,58
koyuyor,58
kolayca,58
izlenimi,58
ardına,58
hikayede,58
dönüş,58
absürd,58
dolar,57
gelmesi,57
romanı,57
teknoloji,57
isterseniz,57
kedi,57
hayranı,57
görmezden,57
yaratmaya,57
ardı,57
kılıyor,57
düşman,57
muazzam,57
ötesinde,57
detay,57
kullandığı,57
renk,57
çıkması,57
sınırlı,57
ryan,57
gelip,57
sandler,57
göstermek,57
diyalog,57
düzeyde,57
aday,57
görmeye,56
kaçan,56
binlerce,56
kullanarak,56
ingiltere,56
yüzlerce,56
çalışılmış,56
sayısız,56
başlı,56
romantizm,56
yapımcılar,56
galiba,56
izleyiciler,56
jones,56
olağanüstü,56
emek,56
konusunu,56
cevap,56
şarkı,56
şüphe,56
önümüze,56
sadık,56
denk,56
aksiyonu,56
alakası,56
bırakıp,56
buraya,56
kendimi,55
işini,55
denemesi,55
gönderme,55
canlandırıyor,55
ortalamanın,55
ürünü,55
vermeye,55
bakımdan,55
bakarsanız,55
aşina,55
beğendim,55
attığı,55
hata,55
başroldeki,55
olacağı,55
richard,55
nitekim,55
adama,55
oraya,55
insanlara,55
üzerindeki,55
kazanan,55
oynamış,55
bunlara,55
yapımlar,55
gelmiyor,55
olmuştur,55
gençler,55
trajik,55
sevgili,55
ların,55
efsanevi,55
karizmatik,55
durumun,54
cannes,54
birbirini,54
bakıma,54
türkçe,54
seriyi,54
işlenmiş,54
hayranları,54
zekice,54
ülke,54
gerilimi,54
kahramanları,54
filmimiz,54
görsellik,54
gizem,54
merkezine,54
jackson,54
teması,54
yapma,54
günlerde,54
kardeş,54
ismini,54
seyircisini,54
mesajlar,54
biliyor,54
halk,54
sevenler,54
arthur,54
bekleyen,54
deli,54
sevilen,54
zamanı,53
haber,53
birşeyler,53
akıcı,53
yakışıklı,53
frank,53
ötesine,53
ödülü,53
vasatın,53
savaşın,53
noel,53
sevdiğim,53
kanımca,53
karısı,53
fırsatı,53
örümcek,53
onlarca,53
peşinden,53
mesajı,53
rachel,53
elle,53
taraftan,53
abartı,53
2014,53
ederken,53
isterim,53
kardeşler,53
gereğinden,53
kaptan,53
çıkaran,53
yukarıda,53
bakıldığında,53
gerektiği,52
performanslar,52
hariç,52
şehri,52
bırakan,52
burcinaygun,52
yazılan,52
beklediğim,52
hissettiriyor,52
prenses,52
aliercivan,52
kültür,52
heyecanla,52
internet,52
acımasız,52
george,52
sonucunda,52
süredir,52
hayatında,52
arkasına,52
öyküyü,52
2000,52
ergen,52
gişede,52
kafası,52
anlamı,52
sever,52
kılan,51
çekmeye,51
bişey,51
mafya,51
beklemeyin,51
olmasın,51
işkence,51
adayı,51
düştüğü,51
istediğini,51
akıllı,51
yetmiyor,51
fragmanı,51
yeter,51
özgü,51
ders,51
oynuyor,51
seksi,51
altından,51
vermiyor,51
halbuki,51
parça,51
unsur,51
chris,51
muhtemel,51
hoşuma,51
alınmış,51
diyebileceğimiz,51
lütfen,51
kontrol,51
festival,51
sorunlu,51
bill,51
thor,51
taraf,51
amatör,51
allen,51
belirli,51
başladığı,51
2012,50
profesyonel,50
kişilik,50
firatatac,50
idare,50
suçlu,50
oluşturan,50
vahşi,50
şirin,50
girmiş,50
gönül,50
cage,50
batı,50
jean,50
olduğunun,50
tempo,50
gitmeyin,50
oluşu,50
portman,50
başarmış,50
boyut,50
mavi,50
beklentileri,50
anlamlı,50
anlamında,50
yaratma,50
moda,50
kayda,50
sıkıldım,50
yoluna,50
kısmını,50
gözümüze,50
bitti,49
anlatılan,49
paralel,49
yüzünü,49
kullanıyor,49
netflix,49
pekala,49
doğu,49
black,49
oluşuyor,49
teker,49
içten,49
anlaşılan,49
değerli,49
izlemeden,49
nicolas,49
izlenebilecek,49
başyapıt,49
diyorum,49
christopher,49
alır,49
aşikar,49
movie,49
özgür,49
ülkenin,49
komediye,49
diyalogları,49
izleyicilerin,49
rock,49
yerle,49
king,49
anında,49
izlemeyi,49
ikiye,49
şener,49
kötüsü,49
kovalamaca,49
özelliği,49
dakikada,49
müzikleri,49
olmakla,48
düşünürsek,48
görünce,48
başkanı,48
ailesini,48
potansiyeli,48
estetik,48
evinde,48
içeriyor,48
babanın,48
çoktan,48
dozu,48
bölümünde,48
tanık,48
türde,48
mary,48
arkadaşları,48
oldum,48
yoktur,48
evli,48
cameron,48
metin,48
prodüksiyon,48
rollerde,48
bekliyoruz,48
annie,48
zorlu,48
sinir,48
kaybediyor,48
geçmişte,48
kalıcı,48
haklı,48
bulup,48
kutsal,48
bayan,48
bilir,48
sanmıyorum,48
askeri,47
benzeyen,47
verdim,47
karşıyayız,47
cadı,47
dini,47
lanetli,47
gözüküyor,47
onur,47
kaybetmiş,47
nesil,47
odaklanıyor,47
artı,47
görüntüleri,47
niro,47
planı,47
alman,47
eser,47
geçer,47
hayvan,47
wars,47
olduğunda,47
temposu,47
bilinmez,47
olaylara,47
cinsellik,47
kaynağı,47
yönetmenliği,47
japon,47
sesi,47
role,47
hulk,47
deneyim,47
görme,47
absürt,47
2019,47
aman,47
salt,47
ayak,47
filmlerindeki,47
duruma,47
değişen,47
başarılıydı,47
eline,47
alice,47
ödül,47
ülkede,46
siyasi,46
kahramanımız,46
uyum,46
salonda,46
filmindeki,46
ettim,46
ümit,46
üstlendiği,46
dışına,46
hasan,46
yüzüne,46
sayede,46
oyunculardan,46
gidin,46
bulunuyor,46
dahası,46
mizahı,46
yolculuğu,46
hepsinin,46
pişman,46
kapalı,46
plan,46
yenilik,46
rolünü,46
yeşil,46
evlilik,46
artısı,46
tadını,46
stiller,46
bilinçli,46
zamanların,46
yazının,46
anlarda,46
elindeki,46
shyamalan,46
önemlisi,46
düşünmeden,46
robin,46
göndermeler,46
eşliğinde,46
tolga,46
dünyasının,46
dürüst,46
empati,46
belirtmek,46
2007,46
leyla,46
misali,46
oturduğu,46
kendinden,45
güncel,45
brad,45
sempatik,45
spielberg,45
evine,45
etkiyi,45
tema,45
mike,45
alternatif,45
hatası,45
hikayeler,45
hızla,45
natalie,45
ötesi,45
günah,45
bayat,45
geçirdiği,45
sıkılmadan,45
çıkarmış,45
kendimizi,45
edebiyat,45
kuruyor,45
sahnelerin,45
görüntüler,45
işleri,45
tanınan,45
izler,45
düşünmüyorum,45
çocukluk,45
oldukları,45
senaryosuna,45
fatih,45
unutulmaz,45
american,45
barındırıyor,45
sakın,45
thomas,45
jane,45
etmiyorum,45
şahsen,45
elden,45
yükselen,45
yoldan,45
bırakın,45
geçiş,45
yapımcıların,44
romanın,44
gibiydi,44
kardeşim,44
örgüsü,44
çetin,44
icin,44
açıkça,44
derseniz,44
sonlara,44
aklı,44
sözde,44
birbirlerini,44
gider,44
kahramanlar,44
getirmek,44
salondan,44
uzakdoğu,44
neeson,44
ilişkiler,44
remake,44
kısmında,44
tatil,44
doktor,44
sahte,44
efendisi,44
kuvvetli,44
geçmişe,44
tarihinin,44
macerası,44
düşündüğüm,44
rüya,44
buçuk,44
2016,44
maddi,44
söylenebilir,44
oluyoruz,44
görevi,44
dediğimiz,44
bilimsel,44
olmasından,44
ilki,44
heyecanlı,44
durağan,44
kotarılmış,44
erken,44
katıyor,44
sıkıntısı,44
tekinsiz,43
karakterlerinin,43
fikirler,43
johnson,43
kurbanı,43
kadarıyla,43
tarafta,43
geçiren,43
keyifle,43
rolde,43
woody,43
toplam,43
olmus,43
bildiği,43
erkekler,43
peri,43
cidden,43
tamamı,43
mesafeli,43
babasını,43
seriye,43
engel,43
kısım,43
malum,43
yazmış,43
geçmişi,43
çıkarak,43
önem,43
zeynep,43
komedinin,43
bölümde,43
insani,43
isimleri,43
güldüren,43
malzemesi,43
gitti,43
bakın,43
2001,43
tarihinde,43
berlin,42
kullanılmış,42
savaşları,42
colin,42
sinan,42
açılıyor,42
amacıyla,42
ellerinden,42
kalitesi,42
oyuncularının,42
yaklaşım,42
karikatürize,42
dönüşmüş,42
bulmuş,42
zamana,42
moore,42
hatırlatıyor,42
gerekse,42
miller,42
çıkma,42
örnekleri,42
herşey,42
ürkütücü,42
adıma,42
sonuca,42
direkt,42
olaya,42
türünde,42
sayılır,42
sırtını,42
ediyorlar,42
ispanyol,42
sahneyi,42
değilse,42
anlamına,42
müziği,42
kaleme,42
bourne,42
televizyonda,42
sözü,42
çekimler,42
geldiğini,42
haksızlık,42
istenen,42
odaklı,42
bunca,42
giderken,42
sağlayan,42
erkeğin,42
erdoğan,42
öfkeli,42
imzası,42
gerisinde,41
biten,41
tonu,41
willis,41
anlıyoruz,41
serisini,41
evil,41
katkısı,41
süreç,41
nebze,41
yüzüklerin,41
danny,41
sarah,41
aralarındaki,41
vermeyen,41
2008,41
sorunlar,41
hatırlatan,41
muhakkak,41
kötüydü,41
çerezlik,41
gecesi,41
porno,41
izlenecek,41
birinde,41
halka,41
cooper,41
iken,41
tony,41
ihmal,41
kalabalık,41
izliyor,41
başrolünde,41
çekip,41
süreçte,41
kurulan,41
çalışmak,41
theron,41
kuran,41
zamandır,41
öğrenci,41
öldürmek,41
kahramanın,41
kağıt,41
