review,sentiment
film hakkında okuduğum kötü yorumlara inanamıyorum filmden başarılıydı aksiyon sahneleri mükemmeldi eğlenceli komikti gideceğim umduğumu fazlasıyla verdi film şiddetle tavsiye ediyorum,Very Good
eleştirilecek taraf bulamıyorum gayet güzel filmdi eğlenceli hemde aksiyon doluydu heleki venom kavgası ilginçti didişmeleri saymıyorum komiklerdi izleyin filmi gerçekten güzeldi,Very Good
hayatında film izlememiş adamlar eleştirmen olmuş venom arkadaşlarımız mantık yürütürse filmin güzelliğini görür geride berbat anlamına gelmiyor hızlı düşünün olanlar çözemeyip leke atıyor mantığı çözenlerse filmi beğeniyor film başarılı olabilir izliyecekseniz hayal kırıklığı yaşamazsınız çokta harika film beklemeyin orta çaplı film olmuş,Very Good
puan eleştiri bence mükemmel film puanı hakediyor spoiler spider sahnesi kafamızda milyonlarca soru işareti bıraksada puanım 9kankam,Very Good
zamanlarda izlediğim güzel senaryoya sahip filmdi gerçekten sürükleyici izlemenizi tavsiye ederim,Very Good
seneryo numara spoiler kötü karakterler girmiş kısım zamanlarda holywood vazgeçilmez durum haline gelmiş marvel filmine benzemiyor türündeki yorum saçmalık bence cook güzel beklentisiz izlediğim beğenmiş olabilirim sinema izlenmeli kesinliklegörseller konu işlenişi kalite kokuyor yönetmen usta çıkarmış spoiler zamanlarda izlediğim marvel filmi karakterleri öldürmek marvel sürpriz sonuç olmuş genelde kötü durumdan burnu kanamadan çıkarlardıfilme notum 10rotten tomato puanı saçma zevksizlerin beğenisi önemli ciddiye almam puanlamayı imdb puani düşük bence üzeri olmalıbence rakip yayıncılar algı marvel sinema sektörünü başka yere çekti düşünüyorum,Very Good
film gerçekten güzeldi beğendim filmi gelecek merakla bekliyor olacağım bravo marvel,Very Good
film iyiydi olumsuz yorumlari anlamak saniye sıkılmadan izledim bahsedilen sevişme eşcinsellik sahneleri hakkindaki yorumlar inanilmaz eşcinsellik sahnesi saniyeden adamlar kisa saniye öpüşuyor sevisme saniye gosterilen sahneden ibaret konuda linc yemesi tuhaf guzel vakit gecirmek serilerin devamini takip etmek isteyen gitsin pisman,Very Good
kitabi haftada bitirmis beklentilerimi dusuge indirmistim kitabin seviyesine cikamaz diyordum gercekten guzel sikmadan akici heyecanli yansitmislar fragmanlarda christian rolu icin jamie dornan zayif bulmustum sanirim asik oldum,Very Good
zaman filmlerin kitap güzel heyecan vericiolmadığını düşünmüşümdür film kitaptaki oydu okuyanlar keyif alarak bitirdiyse filmide beğeniceklerdir kitap akıcı olmasını beklemek hata kitaptaki tahrik edici film değildi korkmayın,Very Good
sonunda filmi izlendi sıra seriyi baştan okuma vakti kitabını okumadan flimi izleyenler flimi porno flim adlandırmış oysaki flimde toplam cinsel içerikli sahne geri kalan yaşanan duygu geçişleri konulara bakabilmeyi öğrendiğimiz zaman sanırım bazım şeyleri keşfetmeye başlamış olacağız grey james fiftyshadesofgrey grininellitonu christiangrey anastasiasteele,Very Good
bilinçli insanın mutlaka izlemesi gereken film kitabını okumayı istemiştim türlü zaman bulamadım film bittiğinde salondan çıkıp direk serisini aldım güzel merak uyandıran yerinde kesilmişti film cinsellikten korkutularak büyüyen topluma aykırı gelebilir kendinizi değerlendirip gidin filme koltugumda oturan anne cisenllik sahnesinde biçim film diyerek kızını alıp gitti malesef jamie dornan dakota johnson müthiş oyunculuk sergilemişler profesyonel çift olmuşlar gazetelerde ınternetteki yoruma aldanmayın lütfen herşey dozunda filmin konusuna film negatif eleştiriyi haketmiyor kısacası izleyin kendinizi aşın arkadaşlar beğeneceksiniz,Very Good
kesinlikle yanlış seçan grey derece yakışıklı karizmatik gerekirken adam sıradan hele alexsandra steele denecek alakasız inşallah oyuncular değişir,Very Good
görüntü kalitesi kötü diger sitelerden izliyebilirsiniz çıktı bide bişey sorucam serisini izliyen varmı özetle anlatabilirmi noluyor merak ediyorum kitabını kısa zamanda alıcam,Very Good
kitabı ikişer okudum filme kitapta hissettiklerimi veremez gittim sevdim kitap birbirlerini hakim itaatkar olayını anlamaya çalışmakla geçiyordu film vermiş kalan filmi merakla bekliyorum bölüm olurlarsa aşkı romantizmi hissetireceklerine eminim dakota jamie oyunculukları okurken kafamda kurduğum anastasia christian bire örtüşüyorlar seriyi sevenleri sapıklıkla suçlamalarını anlayamıyorum sonuçta harika tutku romanı tarzı sevmeyenler gitmesin basit,Very Good
ence başyapıt film tabiki kitabını okuyanlar hayal kırıklığı yaşayacaklardır kitaptan film uyarlamaları beyaz perdeye geçirilemez izlemeye değer,Very Good
kesinlikle muhteşem ötesi harika kitabını okuduğum günden filme kitabına aşık oldum bağlandım resmen filmini kitabını şiddetle tavsiye ediyorum kesinlikle değer,Very Good
bence film oldukça filmin sonu meraklı bitiyo filmin ikinci serisi kesinlikle gelmeli film ülkemizin yerlerinde ayıp görünebilir film yeni yapıt christian greyi sevmiştim anastasia neler nolur filmin serisi çıksın herkez izlesin tavsiye ederim işallah serinin ikinci filmi çekilmeye başladı haber gelir,Very Good
güzel film harika filmdi beğendim bence sürekli devamı gelmeli düşünüyorum şahsen,Very Good
öncelikle film gayet başarılıydı kopukluk olabilir kitabi okuyan arkadaslar kolaylikla birlestirebilirler basrol oyuncularda karakterlerin ruhunu yansittigini dusunuyorum tekrar izlemeyi dusunuyorum,Very Good
güzel kullanışlı site olmaktan korkmadan film izlemenin keyfini cıkarın spoiler,Very Good
kitaba eksik sahne olanlarda eksik yarım kalmış hele sahneler resmen kesilmiş yüzden sahne geçişlerinde kocaman boşluklar oluşmuş kitaptaki sahnelerin oynanmış değiştirilmiş bazılırı kesilmiş yarım yarım yapmışlar sahne film süresi uzamasın sanırım bırak saat isterse saat film kitaba uygun süper film olabilirdi eksik kalmış kitabın yanında film fragman,Very Good
uzun zamandır izlediğim anlamlı filmdi sonunda birbirlerine kavuşmaları aşkı itirafa duyulmadan anlamlı final yapılmış tebrik ediyorum,Very Good
filmdi anlatılmaz yaşanırr film başyapıt sinamada izlemenizi tavsiye ederim,Very Good
gerçekten muhteşemdi özellikle sonunda ağzım açık izledim kelime mükemmellspoiler,Very Good
daniel craigli serinin filmi müzikleri aksiyon sahneleri derece başarılı sinemada izlenebilecek güzel filmlerden daniel craig gelirse beğenilir,Very Good
film gayet güzel james bond filmlerini zaman sevmişimdir filmin linki https link 007jb,Very Good
öncelikle belirtmeliyim şimdiye sinema yaptığım yorumların birazdan yapacağım yorumla uçurum konusu sevenlerim affetsin sevgili nolan ailesine saygım üstü olamayacak seviyeye gelmiş durumda filmin içeriğine girmeden tavsiye izlemek olduğunuz film tıpkı shawshank redemption braveheart tarih sayfalarında alacak film yüzden kafa kendinizi filme anlamıyla bırakarak izleyin insanoğlu kusurlarının farkına doğanın zoruyla varmış durumda tüketim çılgınlığı yerini tasarruf çılgınlığına bırakacak seviyede kaynakların sona geldiği dünya karşı karşıyayız tabi zamanki nasa abilerimiz atmayı düşünüyor sefer amaçlarından dünyayı kurtarmak başka dünya bulmak tıpkı elysium filminden hatırlayacağımız filmi başyapıt yapan sefer oyunculuklardan senaryo effectler filmde duyguya verildiği aynı zamanda çokta populer duygular bulunmuyor yaşayamayacağımız duygu karşısında empati yeteneğimiz ağlama noktasına getiriyor özetleyecek olursak gördüğüm kadarıyla şimdiden yorumlarda felsefe ayrımlarına girmiş bulunulmakta kenara bırakıp filmin tadını çıkarmanızı dilerim sevgili einstein dediği felsefe bardak sudur yudum tanrıdan uzaklaşırsınız bardağın sonuna geldiğiniz tanrı beklemektedir birde uzaya ilginiz olmasın maddeyi araştırıp filmi izleyin izlediyseniz bilgilerle tekrar izleyin cooper solucan deliği izafiyet teorisi değerli christopher jonathan abilerimede şapkamı saygıyla çıkarıyorum ufak dipnot matthew mcconaughey oyunculukta noktalara taşımış kusursuzluk kelimesi yakışmış şiddetle tavsiye ediyorum izleyin seyirler,Very Good
başyapıtınterstellar açımdan 2014 yılının tartışmasız filmi yıllarda izleyip izleyebileceğiniz bilim kurgu yapımı fizik alanında doktora yapmış yapmayı isteyen insansanız hikayedeki noktalar saçma gelecek eminim anlatılan hikayenin gerçek kurgu gerçeğini algılayabilirseniz fikriniz değişecektir düşünüyorum kişi olaya bakabilir bilemiyorum hakkında fazlasıyla tartışılacak hikayelere kurgu belgesel izler bakmaya çalışan kişiler ınterstellar kötülemeye çalışacak zaman büyük bilim kurgu filmi ortaya çıksa yazılan yabancı kaynaklı inceleme eleştiri yazılarında düşük puanlar alması filmden beklentilerimi hayli etkilemişken neyle karşılaşacağımı bilmeden gittiğim ınterstellar dakika boyunca yeri geldi nefesimi kesti yeri geldi gözlerimi doldurdu ortada müthiş hikaye jonathan nolan önünde saygıyla eğilmek müthiş yazılan hikaye christopher nolan elinde harika bilim kurgu dram türüne dönüşmüş izlerken insanda hisleri harekete geçiren yapımın ortaya çıkmasına açmış filmi sizlere saatlerce övebilirim saniyesinden saatlerce bahsedebilirim öncelikle film görsel şölen özellikle solucan deliği sahnesi kara delik sahnesi yüzeyi suyla kaplı gezegen sahnesini izleyip etkilenmemek sizlere yalnızca mutlaka mutlaka izlemeniz gereken film söylemek istiyorum nolan kardeşlerin 2000 yıllara damgasını vuracak yapıma imza attığı ortada evet ınterstellar izlemeniz hayata bakış açınızı değiştirmeyecek değiştirebilir bilemiyorum hayatınızın sonuna unutamayacağınız genç nüfus arasında ınterstellar izlemedin tadında tartışmalara şahit olacağınız yapım bilmenizi istiyorum,Very Good
öncelikle filmin yönetmeni yazarı christopher nolan çoğumuz tanıyoruz yönetmen adını batman başlıyor prestij beklenmedik başarılar gösteren filmler adını duyurdu ardından yönetmenlik camiasında kara şövalye müthiş yükseliş yaparak gönüllerimize taht kurdu 2010 vizyona giren yeni filmi başlangıç yeniden kanıtlamış 2012 kara şövalye yükseliyor karşımıza çıktı yönetmen karışık eleştiriler aldı genelde iyiydi kısaca yönetmenin filminde çıtasını yapabileceklerini ileriye atarak ortaya şaheser çıkarıyor peki şaheserleri ötesine gidilebilir cevabı nolan filmi yıldızlararası rahatlıkla söyleyebilirim ortaya şaheser çıkmış büyük ihtimalle yılın filmi eleştiriyi ayrıntılı yazmak isterdim film hakkında sürü spoiler sürpriz bozan yüzden öncelikle film hakkında bildiklerimizden gidelim dünya yiyecek kaynakları tükenmiştir tozlar artmıştır dünya yavaş yavaş yaşanamaz hale gelmiştir sırada cooper matthew mcconaughey şans eseri dünyayı kurtarmak amaçlı göreve seçilir uzayda yeni yaşanabilir gezegen bulmak amaçlıdır yolda ailesi aynı görevde zorlu yolculuk olacaktır bence film hakkında bilgi yeter artar gerisini izleyip kendiniz görün bence kesinlikle değecek filmin başarılarına gelelim görsel efektler zamanlardaki yaratıcı başarılı örneklerinden adeta oyunculuklar oldukça başarılıydı mcconaughey anne hathaway bunlardan filmdeki matt damon başka sürprizdi senaryo oldukça yaratıcı zamanlardaki hollywood filmlerinden filmlerde efekt patlatalım düşüncesi varken filmde şeyleri bilim kullanıyor mesela filmdeki robotlar cool dursun dünyanın gereksinimlerinden oldukça normal şeymiş gözüküyor filmin dakikalık süresi lütfen yargılı olmayın konuda filmi izlerken zamanın geçtiğini anlamıyorsunuz dışında ekibin keşfettiği yerler yaratıcıydı boyutunda dalgaların bulutların donmuş bambaşka gezegenler solucan delikleri karadelikleri keşfetmek keşfederken oradaymışız hissini veriyorlar film olayların başından amaç kullanıyor filmin sonlarına doğru kullandığını müthiş derecede açıklıyor kısmı yaratıcıydı film kısaca nolan yeni şaheseri üstelik çıta olabildiğinden yüksekte nolan sonrakı filmi olacak film yandan gelecekte olayların gerçekten olabileceğini gösterirken yandan nolan yaratıcı hayal gücüne tanık oluyoruz dışında filmin sonu yere varıyor vardığı kimilerine saçma kimilerine başarısız gelebilir tatmin bence başarılı bulacaktır filmi kısaca mutlaka sinemada mümkünse ımax izlemeniz gereken yılın filmi olmuş diyebilirim rahatça nolan oyuncular filmin adeta başyapıt mutlaka izleyin,Very Good
christopher nolan tabiri caizse geçen steven spielberg yerini almaya adım yaklaşıyor yönetmenlik kariyeri boyunca memento günümüze kötü diyerek eleştirilebilecek yapıma imza atmamıştır ekol haline gelen nolan destansı şovu bizlere gururla sunuyor şimdiye merak konusu uzaydaki kara delikleri tema edinen filmimiz çekirdek aile üzerinden yola çıkarak duygusal etkileşim yapmayı başarıyor ölmeden izlenmesi gereken filmleri sıralayacak olursak interstellar saflarda rahat edinebilir filmin dakika sizleri korkutmasın film bittiğinde devam etmesini isteyeceğinize eminim uzun zamandır seyircinin salonda dikkat kesildiğini çıkarmadığını sizlerle gönül rahatlığıyla paylaşabilirim akademi ödüllerinde muhakkak taçlandırılacağını düşünüyorum hafta kişi ülkemizde izlenmiş filmimizin sinemaseveri salonlara çekeceğine inanıyorum özellikle soundtrackleri etkileyici ebert roeper dediği dörtlük,Very Good
zamanki numara nolan şaheseri sonunda darbe vuruyor düğümü çözüyor ağzınız açık kalıyor adamın kafasına zekasına hayranım,Very Good
film gerçekten bilime dayalı izlediğin bilimkurgu filmi diyebilirim filmi dramı duygusuz film sandım değilmiş filmde baba kızın arasındaki dramı inanılmazdı nolan finali kesinlikle muhteşem hayatımda final görmedim kelimeyle kusursuz film puanım 1000 1000 film efsane iyisi olamazdı eklendi mayıs 2020,Very Good
interstellar salonlarda izleyip filmden zevk alan ahaa şurda hata buldum böbürlenmeyen kitlenin yanında ikinci methini duyup giden fizik dehası göstermek hata uydurmaya çalışan kitlenin yurtdışında spagetification vurma çabalarının yanında türk izleyicisinin uzay gemisinde garının saçı havalanmıyordu yorumunu getirebilmesi aldı 2001 space odyssey sonuna izleyememiş olmasına kubrick sayısız mantık hatasına izleyen birinden duyduğu baba bence gelmiş geçmiş bilim kurgu filmi space odyssey diyen kitlenin interstellar atma lisansı olmamalı bence inception fantazi filmin mantığına etmeyip interstellar hata filmden soğuttu bence inception iyiydi yorumunu yapan arkadaşları boğaz köprüsünden atlamaya teşvik ediyorum inception beğenebilirsiniz amenna yorumla gelmeyin mantık hatası kelimesini kullanırken insan utanır yemin ediyorum yorumumda 2001 space odyssey interstellar kıyaslamak öküzlük yapmıyorum yanlış anlaşılmasın eleştirim yapanlara,Very Good
başyapıt demektir soranlar varsa filmi izlesin nolan şaşırtmaya hayran bırakmaya zihinlerimizi yormaya devam adam kesinlikle şimdiden sonraki filmi merak etmeye başladım ınterstellar tadını çıkarmak lazım film karışık konular içermesine inanılmaz bütünlük sergiliyor insanlığın geleceği fizik bilimi hakkında yapılanların iyisi diyebilirim oyunculuklardan bahsetmeye kelimeyle muhteşem yalnız nolan michael caine hastalığı devam verilebilecek spoilerlar verildi bence izlemeseniz kaçırmış olursunuz kara delik çekimi konularda bilgi sahibi gerekiyor,Very Good
saatlerde uykulu gözlerimle başladığım filme taşı açılmış gözlerimle veda ettim bilim kurgu filmlerine böylesine hayranlık vasfıyla bakacağım aklımın ucundan geçmezdi muzzam kurgu akıl sıra ermeyen senaryo mcconaughey olağanüstü performansı eklenince ortaya dönemin başyapıtı altında değerlendirebileceğim benimde çekinmeden güzel atıflarda bulunabileceğim sinema projesi çıkmış ortaya kullanılmayan beyinlere güzel antreman örneği olmuştur doğru yanlış eksik fazla netice lamarckistlerin dediği kullanılmayan organ körelir bizlere beynimizin keskin sınırlar çizilmiş haritanın dışına çıkmamızı sağlayan azından düşündüren düşündürmeye sevk modern sinemanın sinemaseverlere dahice paketlemiş armağandır,Very Good
amerikan milliyetçiliğine dayalı basit film görmek filmi basite almak demektir şahsen propagandaya filmin yerinde rastlamadım kaldı diyelim milliyetçi film filmin sahnesi kahraman amerikalı babayı ailesini yüceltmekle sürsün diyebiliriz film holivud yapımı ünlü türk yönetmen çekseydi gurur duyardık çekince propaganda filme gelirsek yorumlardan görüldüğü seveceği film anlaşılan seven seviyor sevmeyen sevmiyor sevenler tarafındayım yıllarda izlediğim filmdi bilimin keşfedemediği sadece varsayımlarla yorumlayabildiği uzay evrenin bilinmeyenlerini yönetmenin kurgusundan keyifle izleyebilirsiniz mutlaka izleyin derim,Very Good
filmin saçma saban düşünmekle kalmayıp olumlu yorumun sitede hunharca yorum yapanlar zihniyetle bilim kurgu filmi izliyorlar anlamak christopher nolan ekibi gerizekalı yada arkadaşlar zeki kaynak filme katkıda bulunan nasa bilim adamlarınında geri zekalı düşünürsek arkadaşlar nasa çalışmalılar,Very Good
mükemmel film olmuş gerçekten uzayla alakasi olmayanlar anlayamaz gerçek evren uzaydan oluşur dünyada parçasi bulunan milyarlarca gezegenden birtanesi bunuda hatırlamak gerekiyor filmlerin gerekiyor bence yeni ikinci seri çıkarsa harika payda sonunda birakilmiş seyirler,Very Good
senelik yaşamım izlediğim bilim kurgu filmlerinin başına kalbimdeki yüksek yere oturdu film yapım film olmaktan mesaj barındıran film filmin amacını anlayamayanlar cidden üzülüyorum öncelik belirteyim filme gideli etkisinden çıkamadım tekrar gitmeyi düşünmüyorum cristofer nolen zekaya sahip bilemem filmi gerçek kült olacak hikaye kurgu efektler anlatılmak istenen derin mesajlar sevginin boyutları zamanları karadelikleri aşabileceğini gösteren bilim kurgu filmin ağlatan film kelimeler kiyafetsiz kalıyor süper mükemmel harika inanılmaz kelimeleri geliyor hele hele sonlara yaklaşırken ağzınızın açık kaldığı yada aklınızı karçıracak sahneden bahsetmek istemiyorum verdiğim zaman para değdiği ufkumu açtı bilime merak salmamı sagladı film şiddet tavsiye ediyorum gösterim kalkmadan gidin görün lakin eğlence arayanlar film uygun film gerçekten derin gizemli insanın izleyebileceği yapım yüzden olumsuz eleştiri yapanlara sesleniyorum bilgi sahibi olun eğlence arıyorsanız başka filmlere gidebilirsiniz,Very Good
ınterstellar yıldızlararası zaman mekanın ötesine geçebilecek şeyin sevgi yapılmamış mecazi dille seyirciye sunan christopher nolan sadece yılın filmine aynı zamanda yeni bilim kurgu başyapıtına imza atıyor görsel efektlerin minimum düzeyde kullanılmasına nefes kesen kara delik soluncandeliği tasarımlarıyla ilki gerçekleştiren film eski tekniklerle çekilmesiyle 2001 space odyssey başyapıtların izinden gidiyor,Very Good
muhteşem kelimesi yetersiz kalıyor filmi tanımlamak bence günümüzde yaşayan filmi izlemeli tebrikler teşekkürler christopher nolan hans zimmer emeği geçen,Very Good
ınterstellar yeni space odysse kubrick nolan tarz farkları ınterstellar anlaşılır kılıyor gerçi 2001 space odyssey filmi çekildiği yıllarda insanoğlu dünya uzaydan görmemişti uçuk normal karşılanabilir durum ınterstellar filmin aksine dünyayı kurtulmakla dünyayı terk etmekle film dünyada hayat şansı kalmamıştır kuantum fiziğin temellerinin açıklandığı filmde saturn etrafında açılan solucandeliğinden geçip yeni dünyalar keşfetmek yola çıkılır kurgusu bakış açısı saate yakın süre koltuğunuzdan kımıldamıyor geriliyor duygulanıyor merak ediyorsunuz devamı bağlantıya gidin,Very Good
filme yorum haddime sadece başyapıt demekle yetineceğim christopher nolan abimize kariyerinde başarılarının devamını diliyorum,Very Good
filme güzel demek haksızlık gerçekten müthiş filmde bilim kurgu uzay heyecan sevgi bekleyiş herşey oyuncular süper filmde aceleye gelmemiş dakika geçtikçe güzelleşti zekice yapılmış oyuncular anki duyguları fazlasıyla aktarabiliyor kesinlikle sıradan uzay filmi favorilerim arasına giren film,Very Good
yönetmen koltuğunda christopher nolan oturduğu filmde başrollerde oscar ödüllü matthew mcconaughey anna hathaway michael caine başyapıt izlediğiniz kurgu filmlerini unutun sinema sanatının sonuna hırpalandığı filmde sert anlaşılması kavramların biribirine harmanlanması beyazperdeye aktarmak oldukça zordur nolan farkını ortaya koyuyor hikaye oldukça soğuk dramatik önceki nolan filminde evet karmaşık beyin yaktıran kafa karıştıran tarafı sinema müziklerinin ilahı hans zimmer geniş uzay boşluğunda bizlere mükemmel şölen sunuyor görsel efektler müthiş filmin içeriğine gelecek olursak kişinin anlamayacağı durumlar olacak tuhaf gelecek gerçekler olacak filme adapte etmek harcı teşekkürler nolan buçuk saat süren yanıyla ayrı bırakan tekrar izlendiğinde farklı hissettirecek mükemmel film,Very Good
uzay hakkında bildiğimiz teoriler kullanırız nolan şeyde adam anda yetindiğimiz teorileri kullanarak insanlık hakkında film yapmış kurgusal görüş yana mcconaughey hathaway yoğun filmin ilerleyen dakikalarda önümüze gelecek konuk aktör insanlık hakkında hikayeye inandırmaya yönlendirecek çekilen sahne inanılmaz derecede güzel güzel filmin içine çekilmemek mümkün sahneler 2001 space odyssey anımsattı sizde 2001 space odyssey izlerseniz izlemişseniz filmi izlerken odyssey anımsatır sadece filme bakarak nolan yetenekli hissedersiniz güzel görsel ortam kullandığı teknikler gerçekten inanılmaz ikinci müzik sadece büyüleyiciydi filmde müziğin yeri önemliydi sahneler uzayda geçiyor nolan müziği doğru kullanmış hans zimmer soundtrack nefes kesiyordu olağanüstü epikti önemli müzik görüntü mükemmel atmosfer yaratıyor izlerken olduğunuzu unutturuyor nolna yarattığı kurgunun kaybolacaksınız nolan süper kahraman türünü dark knight atlattırdığı bilim kurgu türüne filmle atlattırmış duyduğum kadarıyla nolan yerçekimi astrofizikle uğraşan fizikçi biriyle birlikte çalışmış 1950 lerde asimov modern bilimin temellerini atmış lucas kubrick aynısını sinema filmle nolan sinemaya yeni katman attı sinemanın neler yapılabileceğinin başlangıcını kanıtlıyor aktör filmde ilerleyen dakikalarda önümüze çıkacak karakter insanlık hakkında hikayeye büyük etken karakterin girişi göründüğü andan baba insan karışık duygular veriyor anne hathaway yeterince inandırıcıydı aktörler filmde gereken uyumu başarabilmiş filmdeki insan etkileşimini yeterince inandırıcı konuk aktör küçük rolü görünse fazlası mükemmel aktör kanıtlıyor,Very Good
alaninda basyapit olmus yalniz kara delik zamanda yolculuk konularda bilgisi olmayanlar gitmesinler anlamazlar filmden,Very Good
film uzayı konu alan filmler arasında izlediğim filmdi christopher nolan başyapıt bırakmış tarihe uzaydaki boyu kavramı solucan deliği uzay yolculuğundaki farklı gezegenler arası farklar olağüstü işlenmiş einstein izafiyet kuramına farklı gezegenlerde geçen zamanım aynı birindeki saatin diğerindr yıla tekabül kaliteyi iyice arttırmış sevgi yerçekimi maddesel döngünün üstüne çıkabileceği mesajı verdiğine inanıyorum teori kavram filmin kastını efsaneleştirmiş karakter murphy ayrı parantez açılır mükemmel oyunculuk hissiyatı vermek desen harikûlade saat geçti vesselam filmi mutlaka izlemenizi tavsiye ederim anda başka gezegenlerde koloni kurulma fikirleri dünya gerçekliğiyle bağdaştığını gösteriyor sevgilerle,Very Good
film kelimeyle harika saat boyunce seyirciyi ekrana baglamayi harika kurgusu sayesinde basardi bazi yerlerini anlamakta gucluk ceksem bogle uzayi kurgulamis film gormedim,Very Good
yönetmen filmde çıtasını yukseltır anlam veremıyorum bukadar kışı ızlemış kışı yorum yapmıs anlamıyorum oysakı gelmış geçmış bılimkurgu filmdir filmı geçecek film zordurfilmdekı hele müzık akıllara kazınmalık hans zımmere teşekkürler,Very Good
muhteşem kelimesi film yaratılmış olmalı başyapıt,Very Good
film kesinlikle mükemmel saat geçti anlamadım cooper karadelikten düştükten zaman kavramının değişmesi robot tars konuşması kızının saatiyle eşleşme yapmasını anlayamadım,Very Good
kelimeyle muhteşem film özellikle teorik fiziğe ilgi duyanların kaçırmaması gereken başyapıt,Very Good
film konusuyla kurgusuyla müzikleri şeyiyle muhteşemdi,Very Good
gerçekten müthiş filmdi izlenmesi filme kötü diyenler senaryo yazıp kenara koysunlar konuşsunlar bence,Very Good
konuyu işleyen yapımlardan biriyse başyapıttır film yönüyle başyapıt gelecek tasviri insan doğasını alışı kombinasyonundan doğan daima ileri gitme isteği harika işlenmiş karmaşık bilimsel prensiplerle anlatmış cevabı aşkla vermiş üstüne üstlük hepsini ustalıkla harmanlamış sene konuşulacak sene aynı heyecanla izlenecek bilimkurgu tebrikler,Very Good
