Word,Frequency
görüyoruz,695
gerekiyor,695
duruyor,694
babası,693
yerini,693
heyecan,689
senaryonun,689
hayata,682
üstüne,682
olmaya,681
gelmiş,679
geçmiş,678
yalnız,678
sert,677
canlandıran,674
rolünde,672
karakterinin,670
efektler,668
kere,667
adamı,667
çekilen,667
modern,664
olunca,664
gidip,663
başrol,663
aksine,662
başarıyla,662
istediği,662
göze,662
etmiş,662
mevcut,658
isimli,654
derim,654
işler,653
diyebiliriz,653
almış,652
arka,652
örnek,651
kızı,651
izlenebilir,650
hayli,650
birer,648
macera,647
yıldız,647
fransız,645
oluşan,643
eksik,641
sahnelerde,640
hikayeye,640
ince,635
sunuyor,632
getiriyor,629
yeterince,629
şiddet,626
kırıklığı,625
söyleyebiliriz,625
hitap,624
derin,623
yaratıcı,623
yabancı,622
elinden,621
daki,620
robert,620
çocuklar,616
festivali,615
kesin,615
insanları,612
yılların,612
başından,612
öykü,610
tıpkı,610
edilen,610
değişik,610
izliyoruz,609
etkisi,609
kadrosu,609
alıp,607
sebep,607
yapmaya,606
gizli,605
yönetmenlik,605
buldum,602
kısacası,601
yoktu,601
düşük,599
sinemanın,598
kafa,596
durumda,596
kaybı,596
genelde,595
kusursuz,595
etkili,595
bulunan,594
hayatın,592
polis,591
yazar,591
oynadığı,590
üçüncü,590
karakterini,590
öyküsü,587
izlenmesi,587
batman,586
mantık,585
adını,584
dünyaya,584
kişisel,584
ingiliz,583
dönüşüyor,583
oynayan,583
olmamış,582
gidin,581
televizyon,581
durumu,581
intikam,580
sahibi,579
türden,578
özgün,576
olabilirdi,575
evde,574
atmosfer,573
tarihi,570
anlamıyla,570
anlatım,570
dünyada,569
sürü,569
taşıyan,568
hareket,568
hayran,567
epey,567
çalıştığı,567
sürpriz,566
psikolojik,565
şeyin,564
efsane,563
dönemde,562
kızın,562
örneğin,562
içindeki,560
normal,559
olumsuz,559
elde,559
yaratıyor,559
altın,557
filmiyle,556
serisi,555
sorun,554
başyapıt,554
türün,553
peter,552
bambaşka,552
hayatımda,551
fikir,550
gittim,550
kısmı,549
etmeye,549
dediğim,548
mizah,548
gmail,547
ziyade,545
paul,544
başlar,544
yeterli,544
ortak,544
tarafı,543
şaşırtıcı,543
sevimli,542
verilen,541
sonrası,541
sosyal,540
istiyorum,540
arkadaşlar,540
jack,539
bağımsız,539
aday,538
düzgün,538
gelir,538
birden,537
izleme,536
olduğuna,534
zengin,533
müzikleri,532
dünyayı,531
derecede,531
olursak,530
birbirine,530
ortalama,529
nedeniyle,528
ailenin,528
sebebi,528
müzikler,528
oyun,526
olmayı,526
izlemenizi,524
alarak,524
mesaj,524
garip,523
söyleyebilirim,523
denli,523
izledikten,523
yeri,521
olurdu,521
başaran,520
olumlu,519
olacaktır,518
yanları,518
ilerliyor,517
yerden,516
getiren,516
arkadaşı,515
giriş,514
pişman,512
saygı,512
dönemin,511
umut,511
diyaloglar,510
izleyiciyi,510
olmaktan,510
samimi,507
deniz,507
konuyu,506
senarist,506
dakikalık,506
eleştiri,505
bölüm,505
gelince,505
arkadaş,504
giderek,503
aşkın,502
derken,502
terk,501
muazzam,500
amacı,499
ismi,499
ters,499
yaşlı,498
çocukların,498
edilmiş,497
yardımcı,497
perdeye,496
gidiyor,495
hava,495
anlam,495
verici,495
star,494
yolu,494
avrupa,493
senaryosunu,493
gerekir,493
türü,492
bugün,492
abartılı,492
görünen,491
soru,491
birinin,489
koltuğunda,489
aşkı,486
nokta,485
gösteren,484
dövüş,484
oyuncuları,483
olmasını,483
sıkı,482
zamanki,482
ifade,481
birini,479
rolü,479
ciddiye,479
planda,479
herhalde,477
günümüz,477
geniş,477
kurgusu,477
plana,476
annesi,476
sıkılmadan,475
başarı,475
neler,475
başarısız,475
kelimeyle,475
taşıyor,475
altına,475
olduğumuz,474
vermiş,474
temel,474
kendilerini,474
bulunduğu,473
kısaca,471
giriyor,471
yada,470
günü,469
esas,468
üstünde,467
görünüyor,467
karşısında,465
olabilecek,464
istemez,464
yazdığı,464
sonucu,463
mekan,463
diyor,463
konuya,463
çekiyor,462
sonunu,461
dizi,461
oğlu,461
ülkemizde,460
çekim,459
istiyor,459
çalışma,459
seven,458
nolan,456
anlatmak,456
şans,455
oyuncusu,455
yarım,455
olacağını,455
puanı,454
zamandır,454
cinsel,453
olayların,453
şüphesiz,453
sinemasal,452
yarı,452
babasının,452
süresi,451
şeklinde,449
olmuyor,449
duran,449
arasına,448
uzay,447
gördüğümüz,447
değildir,447
efekt,447
tane,447
beyazperdeye,446
geriye,445
merakla,443
almak,443
hissi,443
dışı,442
örneği,442
espriler,441
sıcak,440
serisinin,440
siyah,439
başarmış,438
toplumsal,438
finali,437
edip,437
izleyiciye,437
ikili,437
deki,436
grup,436
bakımından,435
koca,435
çarpıcı,434
yapısı,434
umarım,434
yarısı,433
olmanın,433
gerekirse,433
performansları,432
tarantino,432
yoğun,432
karaktere,431
benzeri,431
bizlere,430
jason,429
ödül,429
olmadan,428
drama,427
kadro,427
oynamış,427
rahatlıkla,427
akıcı,426
kullanılan,425
bildiğimiz,425
karşısına,425
devamı,425
başarısı,424
atan,424
gizemli,424
çıkar,424
yardım,423
edilebilir,423
birbirinden,423
ailesi,422
gerektiğini,422
ötesi,421
ilişki,421
dolarlık,421
ekip,421
keyifle,421
kişinin,420
öykünün,420
sağlıyor,420
emin,420
olayları,419
uyarlama,419
etrafında,418
başladı,418
zeki,417
bende,417
sırasında,417
yaşında,417
olayı,415
çocukları,415
geçtiğimiz,415
hafif,414
bölümü,414
eminim,414
lakin,413
etmiyor,413
soğuk,413
önünde,412
karşıya,412
fiziksel,412
yolculuk,412
elinde,411
cesur,411
çıktı,410
ödülü,410
zevk,409
dans,409
yaparken,409
rahat,409
aşağı,409
yinede,407
kitap,407
sahnesinde,407
nefes,406
yaşındaki,406
günümüzde,406
sağlık,406
işlenmiş,405
içinden,404
atmosferi,404
kitabı,403
ibaret,403
çocuğun,403
tadında,402
bağlı,402
çalışması,402
peşinde,401
finale,401
gösterime,400
noktası,399
yazan,399
tarihli,399
nefret,399
sapan,399
akılda,399
duygusu,399
katil,398
izlemiş,398
yanına,397
espri,397
belgesel,396
bütçeli,396
geçtiği,396
bırakıyor,396
scott,396
olsaydı,396
anlamak,395
renkli,394
yazılmış,394
sinemacı,394
yaklaşık,392
yıldızı,392
oyunu,392
hakim,392
getirdiği,391
aktör,391
sakin,391
havada,391
uyarlaması,391
oldum,389
canlı,389
yönetimi,389
efektleri,389
yüzü,389
inandırıcı,388
kendisinin,386
kırıklığına,386
kaptan,386
bilmiyorum,386
çocuğu,386
çıkış,385
kaldı,385
ayakta,385
içeren,384
sınıf,384
gerçi,383
sebebiyle,383
kenara,383
noktadan,383
izleyip,383
insana,382
senaryoya,382
filim,382
nihayetinde,382
yolda,381
çıkarmış,381
tuhaf,380
sinemasında,380
ucuz,380
degil,379
başarılıydı,379
fazlaca,379
düşen,379
farkında,379
sinemasına,378
yerlerde,378
akıl,377
yaratan,377
geçirmek,377
polisiye,377
recep,376
oyuncunun,376
bekliyor,376
anlatmaya,375
sevdiğim,375
boşa,375
fikri,373
eğlence,373
gitmeyin,373
izlemeden,373
gücü,373
çatışma,372
tehlikeli,372
perdede,372
şeyleri,372
hayatının,371
sevgi,371
uyarlanan,371
emek,371
halini,370
izlenmeli,370
ortasında,370
emeği,369
renk,369
hayatına,369
oyunculukları,369
savaşın,369
paris,368
bond,368
parçası,367
bolca,367
etki,367
olduğundan,367
gençlik,366
heyecanlı,366
nedir,366
şiddetle,366
değilim,365
birbirlerine,365
nedeni,365
mücadele,363
seçim,363
senaryoyu,363
yalnızca,363
bilgisayar,362
önceden,362
altını,362
olmalı,362
sakın,362
olanlar,362
tanıdığımız,361
dile,360
aksiyonu,360
noktaya,360
bugüne,359
izleyen,359
iyisi,358
muhtemelen,358
imkansız,358
karakterlere,358
evin,358
çıkıp,357
atıyor,356
şansı,356
bilimkurgu,356
izlenir,356
yönelik,356
geldiği,356
insanlara,355
murattolga,355
izlenebilecek,355
geride,355
sessiz,355
dünyasına,354
lütfen,354
havası,354
bununla,352
türünün,352
kelime,352
beyazperde,352
lerin,351
boyutlu,351
tebrik,350
tipik,350
bulmak,349
anlar,349
beklenen,349
video,349
ikisi,349
harry,348
iddia,348
yetersiz,348
kendinizi,348
gerekli,348
atmış,347
tadı,347
yetenekli,347
sırada,346
çekmek,346
kullanımı,346
olmaması,346
karışık,345
2018,345
ilişkin,345
konunun,344
gören,344
bizzat,344
kullanarak,344
amerikalı,344
disney,344
buluyor,344
şeytan,343
kadını,343
hikayesinin,343
kanlı,343
ilişkisi,342
proje,342
süren,342
guzel,342
kimsenin,342
tarihinde,341
gözler,341
şimdiye,341
dedim,341
birebir,340
orjinal,340
senaryoda,340
aldı,339
çeşitli,339
çocuklara,339
sahnelerinde,339
tiyatro,338
bilindik,338
yalan,338
türkçe,338
kalır,337
nevi,337
beklenti,336
sevdiği,336
izleyicinin,336
yarısında,336
olmasının,336
memnun,336
hayranı,336
hizmet,335
gitti,335
nedense,335
dünyası,335
diyorum,334
vampir,334
şahit,334
kardeşi,334
çılgın,333
böylesine,333
aklıma,332
bilen,332
ışık,332
birine,332
yaşıyor,332
bilgi,332
adamlar,331
olayın,331
cannes,331
york,331
harikaydı,331
yıllardır,330
olağanüstü,330
ryan,330
korkunç,330
akla,330
izledik,330
vaat,330
masum,329
sorunu,329
temsil,329
sahnelerin,328
etme,328
düşüyor,328
ekibi,328
izlemesi,328
ımdb,327
anlatımı,327
fazlasını,327
içten,327
zamana,326
gösterilen,326
çıktığı,325
teslim,325
kendisinden,324
king,324
mesajlar,323
kalırsa,323
cinayet,323
allen,323
diyen,323
kendimi,323
yönetmenliği,323
sağlayan,323
izin,323
ihtiyacı,322
hikâye,322
ölçüde,322
özgür,322
geldiğinde,322
gerilimi,321
seyir,320
yakından,320
anlattığı,320
beğenmedim,320
zorlama,320
vizyonda,320
başlangıç,320
hadi,319
wars,319
thor,319
kalma,319
alır,318
tatlı,318
ekibin,318
gelelim,318
diyerek,317
bilinen,316
farkı,316
isimler,316
cevap,315
söylüyor,315
yıllık,315
destek,315
koyuyor,315
örümcek,315
hayır,315
eşlik,315
bizleri,315
black,314
takdir,314
bekliyorum,314
arası,314
kayıp,314
bulan,314
anlamsız,314
seyirlik,314
kahramanı,313
ileri,313
ivedik,312
yaparak,312
karakterine,312
oyunları,312
istiyorsanız,311
sevenler,311
yönettiği,311
siyasi,311
yapıt,311
metrajlı,311
karısı,311
ajan,311
ettim,311
çaba,311
barındıran,311
olabildiğince,311
icin,310
birde,310
dalga,310
tanrı,310
yönetmenliğini,309
ilham,309
yaşadıkları,308
murat,308
fazlası,308
ikna,308
daniel,308
oluşturuyor,308
hikayede,308
baya,308
bariz,308
yıldır,308
derdi,307
olmus,306
yemek,306
girdiği,306
rotten,306
dolar,306
kalmıyor,305
acımasız,305
deneyim,305
gerçeklik,305
tomatoes,305
itiraf,305
görsellik,304
gelip,304
gitmek,304
zamanlar,304
oturduğu,303
enteresan,303
kadrosuna,303
olun,303
karmaşık,302
yazarı,302
onunla,302
tutan,302
hoşuma,301
ötesinde,301
alması,300
genellikle,300
kevin,300
tabiki,300
finalde,299
çıkarıyor,299
yolunu,299
başı,299
rolündeki,299
kurduğu,299
uyuşturucu,299
alman,298
bakalım,298
hazır,298
öyküsünü,298
hedef,298
hikayesine,298
olduğunun,298
cidden,298
kadınların,298
defalarca,297
jennifer,297
versiyonu,297
hariç,297
plan,297
sade,296
martin,296
hareketli,296
işini,296
yapımcı,296
altından,296
araba,296
vahşi,296
kral,295
george,295
çalışmış,295
eseri,295
ailesinin,295
izlemeyi,295
dönen,294
iddialı,294
gizem,294
küfür,293
geleni,293
toplam,293
chris,292
kaybeden,292
tamamı,292
bunlardan,292
kullanan,292
kalitesi,292
bitti,292
kişilik,292
gerektiği,292
kült,292
eline,291
yetişkin,291
metraj,291
bruce,291
açısı,291
sevgilisi,290
tanık,290
tempo,290
saatlik,289
kuşkusuz,289
aradan,289
hissettiriyor,289
çift,289
yoktur,288
bilmeyen,288
bakımdan,288
kaldığı,288
filmiydi,288
anlamlı,288
tarih,288
üstü,287
kazanan,287
sergiliyor,286
biliyor,286
insani,286
peşine,286
aynen,286
sadık,286
yönü,286
gücünü,285
mark,285
ülke,285
olası,285
oluyoruz,285
ederken,284
fırsatı,284
benziyor,284
aralarında,284
kurulu,284
görünce,283
dönüş,283
herşey,283
isterseniz,283
jones,283
vizyon,283
şarkı,283
spielberg,282
çoğunlukla,282
kadınlar,282
kurt,282
haricinde,282
komedisi,282
özelliği,282
will,282
şahsen,281
tarihinin,281
halinde,281
eşliğinde,281
müzikal,281
sonradan,280
buradan,280
takım,280
teşekkürler,280
açılış,279
eser,279
bizde,279
almaya,279
ders,279
steve,279
kaçış,279
gönderme,278
duygusunu,278
isterim,278
dünyasının,278
paraya,278
uluslararası,278
batı,278
tanıdık,277
parlak,277
kalıcı,277
dili,277
2012,277
kardeş,277
duyguları,276
gelin,276
haftanın,276
evine,276
eylül,276
fatih,275
banubozdemir,275
birinci,275
uyum,275
reklam,275
biliyoruz,275
ihtiyaç,275
onlarca,274
silah,274
zamanların,274
annesinin,274
daim,273
değerli,273
sergilemiş,273
ardı,273
yapıp,272
peşinden,272
tony,272
şehir,272
bitiyor,272
görüntüler,272
çalışırken,272
sahnelerinin,271
haklı,271
ortadan,271
zarar,271
mantıklı,271
ingiltere,270
göndermeler,270
kapalı,270
detay,270
belirtmek,270
çabası,270
türe,270
önemlisi,270
zekice,270
taze,269
amaç,269
düzeyde,269
ticari,269
işaret,268
numara,268
salonda,268
2019,268
verir,268
2000,268
zombi,267
başlı,267
gördüğüm,267
ikilinin,267
alışık,266
yavan,266
sesi,266
ödüllü,266
paralel,265
bayıldım,265
filmleriyle,265
kılan,264
yarıda,264
filmlerle,264
masal,264
superman,264
böylelikle,264
diken,264
oynuyor,264
görmeye,263
bırakıp,263
bunlara,263
yukarı,263
2014,263
almanya,263
yapay,263
arkasında,262
yapma,262
gerçeği,262
temiz,262
allah,262
detaylar,262
askeri,261
dönüşen,261
western,261
varken,261
yeter,261
bayağı,261
hata,261
doğa,261
çekmiş,260
unutulmaz,260
onur,260
sınırlı,260
kurtarmak,260
dizisi,260
baktığımızda,260
johnny,260
gördüğü,260
dönüyor,260
woody,259
unsur,259
dehşet,259
ilişkileri,258
hayatında,258
oranda,258
çıkması,258
yaratılan,258
yukarıda,258
kolayca,258
keskin,258
mesajı,257
karşımızdaki,257
bırakan,257
başrolde,257
kanımca,257
sevdim,257
dünyasında,257
christopher,257
tadını,256
hikayeleri,256
seks,256
etmeyen,256
kontrol,256
uğruna,255
hemde,255
öteye,255
bişey,255
kaçınılmaz,255
oldukları,255
konusunu,255
kitabın,255
deli,255
yapı,255
olmuştur,255
puanım,254
devlet,254
mehmet,254
üzerindeki,254
teknoloji,254
brad,254
beyazperdede,254
zamanında,254
düşman,254
izlemeyin,254
buraya,253
bilir,253
zamanı,253
kadına,253
ediyoruz,252
fırsat,252
yeşilçam,252
şüphe,252
oyunculuğunu,252
oluşuyor,252
gönül,252
zeka,252
mary,252
romanından,252
açıyor,251
olmazsa,251
zorlu,251
kore,251
kardeşler,250
gelmesi,250
meşhur,250
çocukluk,250
kullandığı,250
toplum,250
hikayeler,250
ilki,250
bilet,249
abartı,249
bakıma,249
sahneyi,249
imzalı,249
parça,249
anlayışı,248
seriyi,248
beğendiğim,248
alakası,248
sürede,247
fransa,247
biriydi,247
ahmet,247
görev,247
hayalet,247
ettiğimiz,247
anderson,246
izlenmeye,246
anlamında,246
yaklaşım,246
izlenecek,245
salondan,245
charlie,245
oluşu,245
dini,245
dönemi,245
olacağı,244
ölümcül,244
temposu,244
izlemedim,244
öylesine,244
tanesi,244
ruhunu,244
vermeye,244
sonucunda,243
kate,243
emma,243
başa,243
sinir,243
ceylan,243
ilgisini,243
oradan,243
kurban,243
gibiydi,242
yönetmenler,242
bilge,242
muhakkak,242
hataları,242
performanslar,242
başladığı,242
görmezden,241
nadir,241
şimdiden,241
dark,241
karakterlerle,241
naif,241
hatırlatıyor,241
beklediğim,240
düşündüğüm,240
ların,240
kendimizi,240
diyelim,240
hikâyenin,240
gelirsek,240
bütçe,240
richard,239
yapar,239
yorumlar,239
duruma,239
ülkenin,239
heyecanla,239
boşuna,239
sorunları,239
kendinden,238
trajik,238
çoktan,238
onca,238
yüzünü,238
2013,238
steven,238
bekleyen,238
festival,238
gelmiyor,238
depp,237
verilmiş,237
sayede,237
2010,237
andan,237
japon,236
kültür,236
sıkıntı,236
geçmişe,236
beklenmedik,236
nuri,236
felaket,236
bekliyoruz,236
gözünden,236
çekimler,236
karakterlerini,235
yüzüne,235
bölümünde,235
filmindeki,235
akıllı,235
bölümde,235
nick,235
fayda,234
şener,234
rolünü,234
denk,234
jackson,234
macerası,234
ırmak,234
kocaman,234
doğu,234
erdoğan,233
johnson,233
yapması,233
güney,233
özgü,233
2011,233
diyalog,233
kopuk,233
öfkeli,233
yapımın,233
efsanevi,232
önem,232
yaşamış,232
beklentileri,232
ismini,232
gördüm,232
alex,232
yolculuğu,232
çalışır,232
jean,231
gerekse,231
taraf,231
italyan,231
canavar,231
yüzeysel,231
çiftin,231
frank,231
edilir,231
olamaz,231
bütçeyle,231
kedi,231
kılıyor,231
türüne,231
asker,230
ihmal,230
bill,230
müziği,230
öneririm,230
absürd,229
etmeyi,229
katıyor,229
getirmiş,229
odaklanıyor,229
normalde,229
dışına,229
süreci,229
oyunculara,228
oraya,228
güldüren,227
amacıyla,227
çıkarak,227
birbirini,227
binlerce,227
göstermek,227
düzey,227
hikayeden,227
etmiyorum,226
durağan,226
ailesini,226
ingilizce,226
gereğinden,226
sayılabilecek,226
kaba,226
yaşanmış,226
romanı,225
duyguyu,225
üstün,225
sever,225
elindeki,225
bulunuyor,225
olduğum,225
yaratmak,225
haber,225
kaçırmayın,225
olsada,224
düşündüm,224
alper,224
geçmişte,224
yapmışlar,224
nihayet,224
senenin,224
zamanın,224
arayan,224
cage,223
gündelik,223
potter,223
rezalet,223
böylesi,223
stephen,223
robin,223
dürüst,223
günlerde,223
yüzlerce,223
toplumun,223
belirli,223
anna,222
oğul,222
affleck,222
gösterdiği,222
sayısız,222
anında,222
kişiler,222
geçmişi,222
konusuna,222
cruise,221
yeşil,221
doktor,221
2016,221
düşünmeden,220
seyircisini,220
salt,220
meselesi,220
adama,220
yolunda,220
anlamına,219
aslına,219
bakarsanız,219
joker,219
insanlık,219
önümüze,219
yoksun,219
şahane,219
attığı,219
sevgili,219
thomas,219
giderken,219
yaşamak,219
verin,219
boyle,219
geldiğini,219
istediğini,219
sonlara,218
kullanılmış,218
görüntüleri,218
malzeme,218
smith,218
absürt,218
nesil,218
anlatılan,218
girmeden,218
anlıyoruz,218
öyküyü,218
kutsal,218
etmeden,218
burton,217
karakterlerinin,217
katmış,217
bırakın,217
yorumlara,217
gider,217
dalında,217
zamanla,217
adayı,216
pixar,216
uzaylı,216
görevi,216
yazmış,216
vererek,216
cesaret,216
unsuru,216
nitekim,215
geçti,215
kullanıyor,215
girmiş,215
bakıldığında,215
babanın,215
kalite,215
yılda,215
özcan,214
fragmanı,214
gelebilir,214
kısmını,214
olduğunda,214
aldım,214
sinemadan,214
kırmızı,214
vermiyor,214
payı,214
aksiyonun,214
süredir,213
empati,213
aman,213
malesef,213
seviyede,213
sahneleriyle,213
diyalogları,212
içeriyor,212
arkadaşları,212
çiziyor,212
olmasın,212
elden,212
avengers,212
uyarlanmış,212
gercekten,212
aşina,212
karizmatik,212
devreye,212
birbirlerini,212
tepki,211
2015,211
varlığı,211
işleyen,211
çekimleri,211
başardı,211
sahnenin,211
pitt,211
yazılan,211
epik,210
mike,210
bulur,210
ölümü,210
green,209
ettiğim,209
düşünürsek,209
halk,209
alice,209
logan,209
yüzüklerin,209
sayısı,209
galiba,208
deneyimi,208
hayvan,208
dakikada,208
çıkaran,208
söylemeliyim,208
dozu,208
haksızlık,208
profesyonel,208
yorumları,208
gelişme,208
bale,208
kitabını,207
köşe,207
transformers,207
suretiyle,207
gişede,207
russell,207
örgüsü,207
köpek,207
sanatsal,207
hayranları,207
adıyla,207
oyunculardan,207
dünyasını,206
perde,206
işleri,206
jake,206
girdi,206
kaleme,206
bilinçli,206
anlamı,206
gelecekte,206
olaylara,206
bekliyordum,206
yapımlar,206
akşam,206
değişen,206
bildiği,206
koyan,206
2001,206
engel,206
2017,206
açıkça,206
geçirdiği,206
hepsini,205
geçer,205
olmasından,205
christian,205
arthur,205
kuran,205
gençlerin,205
yorumu,205
nereden,205
yüklü,204
kısım,204
anti,204
korkutucu,204
erkeğin,204
ülkede,204
okul,204
estetik,204
cümle,203
gençler,203
özgürlük,203
ürkütücü,203
beklemeyin,203
başlarda,203
alınmış,203
teşekkür,203
birinde,202
vermeden,202
oturup,202
kaynağı,202
çetin,202
getirmek,202
lawrence,202
matrix,202
yaşama,202
yakışıklı,202
kariyerinin,202
mekanlar,202
türünde,202
farkına,201
sahneye,201
ayak,201
eleştiriler,201
ardına,201
verdiğim,201
başlayıp,201
mafya,201
girip,200
hatırlatan,200
istediğim,200
hasan,200
iğrenç,200
yükselen,200
olmakla,200
durumun,200
isteyenler,200
ırak,200
mavi,200
cooper,200
bebek,200
kahramanımız,199
verdim,199
başroldeki,199
düğün,199
türde,199
cinsten,198
edebiyat,198
dönüp,198
düşünmüyorum,198
hayattan,198
olmuştu,197
evlilik,197
