review,sentiment
hayal kırıklığı herhalde nolan aradan epey vakit geçtiğini düşünerek 2001 space odyssey tarzında destansı film yapmaya niyetlenmiş esinlenmiş denemiş olmamış izleyenler anımsayacaktır 2001 uzun sahneler vardır yıldızlararası 2001 deki uzun sahneler görsel öğeleri anlam kazanırken yıldızlararası ndaki uzun sahneler dizi filmlerdeki nasılsın sorusuna gelecek cevabı beklemekle geçiyor ayıp olmasın filmin hikayesine vasat diyim nasa üssü sahnesi seti dekoru kurgulayana sorasım geliyor izlemedin adamlar sıradan mahalle demirci ustası çubuk elektrotla kıvılcımlar altında apollo benzeri uzay aracı inşa ediyorlar uzay gemisi inşaatını kıvılcım olmadan anlatamayacak kıtlar seyircinin kıvılcım olmadan anlayamayacak düşünüyorlar bilim kurgu filmlerini çoğunlukla içerdikleri yaratıcılık açısından hayranlıkla izlemişimdir kolay sabah akşam görmeye alışık olmadığımız araç gereç mekanları yoktan yaratıyorlar yazık yıldızlararası etkileyici yaratıcılık uzay gemileri dünyayı kurtaran adam dakinin model üstü herhalde bilim kurguda mantık aramak yersiz insanlığı başka gezegene taşıyacak silindirik uzay aracı yapıyorsan beyzbol topunun katedeceği mesafeden büyük çapı neticede film küçük taksidini ödeyemeyiz durum nasılsa amaç fırlatılan beyzbol topunun sahanın üstündeki evin camını kırmasıyla uzay gemisini silindir şeklini gözler önüne sermekse yaratıcı olunması sinema sanatı faydalı olacaktır fırtınasında otomobilin oldukları sahne belli dışardan kürekle atıyor özen memnun olurdum valla geri kalan uzay görüntüleri demeye belgesellerde nolan ağırlığı film yapim demiş cooper matthew mcconaughey herşeyi bilen beceren bıyık altından gülen mucizevi amerikan deniz piyadesi karakterini anımsatan oturmamış cooper karakteri filmden ziyade mission mars filmde bulur karakterlerden etmeye neticede yönetmen oyna oyna demiş oyuncu oynamış hikaye zayıf oyuncuların emeğine yazık olmuş sezon uzay temalı bilim kurgu hayal herhalde,Bad
ergen film olmuş marvel filmi beklentisi olanlar scooby heyecanlı diyebilirim,Bad
ınfinity filminin devami sonu boyle olmamaliydi maalesef fiyasko stan rezaleti gormedi thor hulk karakterlerini akla sekilde yazmislar anlamak namumkun film icine cekemedi duygusalligi fazlaydi aksiyon doyurucu degildi kacirdim spoiler olmus kahramanlarin gelecekteki savasa nasil istirak edebildiklerini anlayamadim felsefi ilmi derinligi filme gore eksik kalmis gereksiz komedi duygusallikla saatlik sikici film yapmislar,Bad
yorum yazıyorum sırf insanlar boşuna vakit harcamasın filmden donuk film saat boyunca haraketlecek bekledim sonunda film bitti gereksiz yere uzatılmış abartı derecede konunun yavaş aktığı film olmuş,Bad
öncelikle merhaba avengers endgame izleyen kişiler kafalarında birer karakterin hayranı mesela hulk hayranıyım avengers adam akıllı biyere gelmesini isterdim ciddi filmi komediye çevirmeleri saçma internette dolanıyordeadpool gereksiz karakter onunla aynı yere gelicek mutlaka çoluk çocuğun isteği üzerine hazırlık düşünüyorum gereksiz yere hulk banner banner dövüşmekten anlamaz utanmasa işlerini konuşarak halledecek thot göbek sismanlayacak akli dengesini yitirmiş konuşmalar mantık dışı sonu bağlanamayan film görüyorum game yazık ettiler,Bad
kelimeyle yıllık emek mahvedilir sadece merakla milletin cebinden para alınır kalite yerlerde sadece geleceğe dönüş filminin serisini izledik sıçan evreni kurtardı,Bad
süper kahraman filmi aksiyon çekimleri bilgisayar yapımı bell bence tarz,Bad
venom filmini 2008 yılında beyazperdenin vizyonda görmek istedikleriniz başlığı altında 2012 yılında vizyonda görmek istediklerim yazdığımda venom uzaydan gelişini örümcek adam wolverine musallat oluşunu sonundada carnage karakteriyle karşılaşması gereken senaryo olmasını hayal ettiğimi yazmıştım üzerinden sene geçiyor teknoloji ulaşabileceği noktada yapay zeka hayatımıza girmiş tane yenilmezler filmi çıkmış dördüncüsü yolda kaptan marvel galaksinin koruyucuları örümcek adam evden uzakta projeler düşünülürken ortaya kopuk kopuk mantık hatalarıyla dolu saçma sapan marvel filmi çıkartıyorlar spoiler içerir spoiler venom başrol oyuncusu hardy marvel hayranlarına hakaret edercesine ortaya sertliğinden acımasızlığından arındırılmış eddie brook hakimiyetine girmeye hazır venom karakteri çıkartmışlar oysaki venom örümcek adamla birleşmeden benzeyemez simbiyot üzerine yapışmışsa özelliğini alır filmin başında uzay gemisi düşüyor riot simbiyotu kadın polisin üzerine yapışıp ormandan kaçıyor halbuki bulunduğu kavanozda kalsa gitmek istediği yere taşınacak oradan ihtiyar kadına oradan küçük çocuğuna venom simbiyotların araştırıldığı asıl yere geliyor eddie brook aşkı asıl gwen stacy ortada venom güçlü karakter marvel sinematik evreninde karaktere bürünebiliyor yenilmezlerin filmide thanos venom bombası olmalıydı insanlara yayılan süper kahramanların özelliklerini taşıyan simbiyotlar dehşet verici olurdu dikkat ettiyseniz yenilmezler sonsuzluk savaşındaki thanosun ordusu venom karakterlerine benziyorlar belkide marvel amerika ayrı türkiye ayrı film satıyordur alın komple teorisi thanos güçlüyse zamana mekana elementin gücüne hükmediyorsa görüşüm venom bombası yapay zekalı ultron yenilmezler oyunda süper kahramanların başına bela edebilir venom hardy iyisini yapabilirler devamını çekmeyi düşünüyorlarsa marvel okuyucularının takipçilerinin isteklerine kulak vermelidir diyeceğim riot belli değel,Bad
izleyecez yardımcı musunuz yıldız almaya gelince hemen memnuniyet,Bad
oyuncular başarılı film şiddet nefret beraberinde aşırı derece gerçekçi kanlı sahneler bulunuyor psikolojik bozukluklara açabilecek film,Bad
spoiler bekleneni karşılamıyor doğrusu toplumsal sorunları yansıtan dramatik film olmuş bence joker serisinin birinci filmi olmalıydı evet anlatılmak istenen durum doğru gerçekçi olmuş beklenen joker performansı etmiyor,Bad
kullanıcı yorumlarına inanamıyorum başka film izledim zaman kaybından başka değildi film dracula filmdi sanırım yılmaz filmini filmlerin haftaya bilerek denk getirmiş,Bad
konu içerik kurgu bakımından vasat filim olmuş,Bad
devam filmi niteliğinde fena film olmamış izleyecek varsa seriyi izlemeden yoktur izlemesin bilim kurgu etiketi farazi oturduk elimizde çekirdekle çizgi film izler izledik aynı aynı hamam marvel fanlarından linç yemeden kaçayım aynısı geçerlidir izlemeyen kaybetmez izleyen kazanmaz seyirler,Bad
1998 yilina oscar almis filmin tekrar vizyona girmesi herhalde paraya sikistilar,Bad
yarısında güldük bilete tekrar baktıktan filmin türünün komedi korku fark ettik yarısında efektlerin sesi yüksekti uykumuzu böldü,Bad
kötüydü cidden uykumuzu böldü kimsenin beğenerek izlediğine inanmamkomedi filmleri güldürmüyor,Bad
filme gidip muhtesem yorum yapanlari anlamak oldukça hayatlarinda cidden muhteşem film izlememisler sevginin gucu ilkkez sinema deneyimi yaşıyorlar sonunu saat önceden tahmin edebildigim senaryo kaliteli gelmiyor yazikki boşa masraf insanlar yetekli oyuncu nasilsa gider yapilmis filmin sonuna geldik bence bosa gitmeyin yerde gozlerim doldu fragmani etkileyici,Bad
kızım gitmiş baba anırarak ağladım dedi eşimi alıp gittim filmin 15nci dakikasında çıkacaktım eşim olmasaydı asker düşmalığı yapan ekmek yiyen filmler yapıldı aynı hikaye düşünmeye itti devam ettim izlemeye baba baba anne kızı gerçek yaşama uygun diyalogları epey gözyaşı döktürdü filmde dizilerden tanıdığımız karakterli başarılı oyuncuları sevimli mahkum göstermeleri bugünün gerçeğiyle çeilşiyor filmden çıkınca baba kızı kavuşmasına abartılı işkence sahnelerinden insan mutsuz salonu terk,Bad
özgün içerikleri bekliyoruz 2013 kore yapımı hücre mucizesiyle yeşil yapıtların derlemesini yapmaya çalışmışlar,Bad
film güzel kafama takılan doğrusu tezat bulduğum nokta ayrıntı atlanmış gerçekten saygısızlık türkü söyleyen görürsen korkma yanına otur kötü insanların türküleri yoktur üstad neşet ertaş filmde neşet ertaşın güzel parçası söyleniyor yolcutürküyü söyleyen oyuncu kötü adam içeriye bıçak sokuyor adam öldürmeye kalkıyor vesile filimlerde dizilerde yayınlanmadan dinlemeye başladığım büyük üstadın ölüm yıldönümü vesilesi sevgiyle saygıyla minnet anıyorum,Bad
filme gittim sevdiğim oyuncular sebebiyle film gitmeye değer sadece oyuncu kimlikleri kullanılmış,Bad
filming k9nusu olmakla birlikte kurgusu kotuydu oyunculuklar idare eder filming cekim alaninin gectigi sahilin guzellligi arka planda birakilmis vasat filmdi diyebiliriz,Bad
zamana yönelik başarısız metaforik anlatımshyamalan klasiği döve döve korkutma filmde devam film oldukça gerilim yüklü gerilimi sağlarken yeteri derecede başarılı örnekler üzerinden ilerlemiyor maalesef zamanın yıkıcı etkisi alınırken olabildiğince anlamsızlık korkutuculuk üzerinden ilerlenmekte film başlı başına anlatmak istediğini anlatamayan gerilim filmidir,Bad
klişelere yolculuk duygu kocabaylıoğlu eleştirisini okuduktan aklımda beliren film düzgün hikaye anlatımı oyunculuk güzel sahneleri barındıran düzgün filmdi gördüğüm güven kıraç rolde hikayeye dahil edeceğine yırtık ayakkabıyı dahil etmiş kilişe avcısı fakir edebiyatından tutun eşitlikçi adamın maruz kaldıklarına uzun uzun hikayeden koparan ajitasyonla verilmiş tavır hikayeden kopardığı oyunculukları bitiriyor tuğçe kazaz okul piyesi tadındaki duruşunu kenara bırakalım kenan imirzalıoğlu karakterine inanmamış hali durumu gösteriyor tekrarlanan aynı dialoglar aynı aksiyonlar sarılmalar ense çekmeler gözleri dolu bakmalar hikayeyi uzun kılmışlar güzel kadrajları teknik açıdan başarılı görüntü yönetmenliği filmi kurtarmaya elbetteki yetmiyor masallar hikayeler dinlemeyi bırakıp zaman gerçek dokunulabilir insanların dertlerini beyazperde görücez sorusunu cevaplamak çanakkaleden geçilmiyor,Bad
maalesef beyazperde yildizina kanarak gittik ciktik televizyon filmi kalitesinde senaryoyu sinemalik cekimle susleyip gorucuye cikarmislar sislerin icinden motosikletle gecilen sahnelerin cekimi miktar atmosfer katiyor cogu filmin akisina katmiyor diyaloglar yavas replikler beylik tugce kazaz yanlis secim kenan ımirzalioglu bahsedildigi buyuk oyunculuk gostermiyor hele aglama sahnesi uzun demek yeterli uzun bucuk yildizi verdim peki kucuk cocuk basarili yildiz ugrasilmis iyice mini dizi celikmis yildiz,Bad
bişey diyicem başka lafa filmi okadar büyüttülerki film bitince anlıcaksınız hiçbişey katmamış buçuk saat geçirdiğinizi,Bad
zamanlarda izlediğim sıkıcı vasat anlamsız filmlerden seyretmeye değmez,Bad
filmin sahnesinde baba game spoileri karşınıza geliyor izlemeyi düşünüyorsanız mutlaka filme gitmeden game izlemelisiniz film içeriği bayağı tırt yıllar geçtikçe sahnelerin gerçekçi gerekirken tersi bilgisayar oyununun içerisinde hissettiriyor kötü aceleyle çekilmiş film duruyor,Bad
filmin temposu gittikçe düşüyor yakalayamıyor azından yakalayamadı filmi tamamlayamadım kelimeyle overrated film,Bad
klasik amerikan korku filmi bizdeki şeytan tarzı hesabı şekil değiştiren korku karakteri efektleri zamanına yazık,Bad
filmde gülseren karekterin aşık gencin askerlik görevini sırada çıkan çatışmada öldü diyor bura şehit kelimesi kullanılmayıp çıkan çatışmada öldü demesi yılmaz erdoğan görüşünün açıkça belirtisidir,Bad
flim genel guzel nede kotu flim icinde verilen darbe iyidir mesaji dindarlar yobazdir mesaji allaha tanri konusup sacma sacma dilekler dilemesi gelmedi saatten eliniz flimi kapatmaya gidiyor izledim sonunu getireyim dedittiriyor,Bad
demet akbağ izlemek benimsemek tiyatrosundan duygu geçmedi maalesef yanlış oyuncu seçimi olmuş gülseren karakteri emeğinize sağlık,Bad
etkileyen yılmaz erdoğan eseridir güçlü olanı bence defalrca izlemiş özellikle sini almıştım amma velakin film olmamış gülseren karakteri öylesine verimsiz etkileyici ligi yoktu genel filmden sitcom dizi gibiydi yazık etmişler,Bad
netflixde film bitince beğenimizi sorduğunda yerli dizi filmlerde olumsuz ikon kullanmaktan genellikle imtina ederim malesef filmde beğenmedim ikonunu tıklamak zorunda hissettim kendimi,Bad
amacı gereksiz gerçekçi sürü felsefi cümlelerle dolu karakterlerin gerçekçi sıkıcı biryerinden kurtarır izlediğim izledikçe gözümden düşen film oyunculara yazık olmuş,Bad
film anlamında maalesef başarısız film cara delevingne filmi kurtaramamış hikaye fazlasıyla zorlama klişe bildiğimiz inek öğrenci hayatını anlatan basit olayları süper göstermeye çalışan hikayeye sahip,Bad
kurgusu kötü aşırı sıkıldım beğenenler neyini beğeniyor anlamadımzaman kaybı sahnede anlam baştan sona gergin müzik,Bad
film icin 3saat harcadim yorum icinde vakit harcamak istemem kotuydu anlasilmazdi karmasikti,Bad
arkadaşlar yönetmen christopher nolan olabilir film gerçekten kötü kolay kolay filme kötü yorumda bulunmam iyide film izleyicisiyimdir konu inanılmaz karmaşık sahne inanın havada kalıyor robert pattinson hariç oyunculuklar vasat başroldeki arkadaşa oyunculuk yakışmıyor kısacası kötü film abartıldığı yanı malesef,Bad
bilmem para harcadık diyorsunuz yaptığınız efektler komik olmaktan ileriye gidemiyor ciddiyetiniz oyuncularınızın takma sakalından belli senaryoda onlarca boşluk mesela istanbulun fethinin ilginç yanı gemilerin karadan yürütülmesidir doğru dürüst anlatamamışsınız berbat efektlerinizle ikibuçuk saat boyunca kafa şişirmişsiniz gerçekte köse akşemseddini aksakallı göstermeniz tarihi yanılgıların yanında yaptığınız çekim hatalarından kitap yazılır bunlara gişede harcadığınızı iddia ettiğiniz rakamdan fazlasını kazanacağınızdan şüphem,Bad
fatih rolünde başarılı oyuncu almalıydı vasat oyunculuğu kaldıramayacak roldü amatörceydi ulubatlı hasan yakıştırıldı sayın yönetmenler filmde zorunda olacaksa mantık çerçevesinde yapın lütfen filme harcanan paraya yazık yatırım olacak çekilmiş film görüyorum şaşaalı reklamlar hasılatlarda doğruluyor,Bad
muhteşem film olabilirdi olmamış görsel effectler kötü gerçekçi kalabalık figüran kadrosu olsaydı epik film olabilirdi kubrick spartacus gerçekçi,Bad
ayrica faruk aksoy yönetmense bende fatih sultan mehmed düsünen necatı kabalak yakup karadere beyazperde elestirmeni insanlarin yazilarini okudukça yalniz olmadigimi görerek umutlaniyorum kisinin türk kimligi altinda filme objektif gözlerden sinema kültüründen uzak olumlu yaklasimlari hayrete düsürüyor filmi olumlu elestirenlerin film ekibinden olduklarini düsünüyorum diger ihtimalle yorum yapan insanlar film ekibinden olmayip filmi övgü dolu sözlerle yorumluyan insanlarla ayni toplumun parçasi derinden yaraliyor yazik milli duygularin gölgesiyle kötüye kötü demekten aciz yüzden gelisen türkiye mani toplumun parçasi oldugumu anliyorum gerçekten üzüntü verici,Bad
fetih 1453conquest 1453 2012aksiyon dram tarihiyıl 2012 fetih 1453 conquest 1453 vizyonda türk sinema tarihinin neredeyse pahalı filmi yapımcılar emeği geçenlere bakılırsa film allah allah yaşasın hollywood ayarında filmimiz tarihimizi anlatan nereden estiyse oturduk oğlumla kare kare inceliyoruz gözlerime inanamıyorum resmen dalga geçmişler maytap geçmişler sinema tarihinde benzeri yoktur herşeyden dijital manüpilasyonu şişirme yapmışlar örneğin roma daki collessium ortasındaki arena alan düşünün uzak görüntüde sıkıntı yaklaşıp seyirciden kesit alındığında fazla bilemedin kişi kullanmışlar sadece farklı elbise giydirip çoğaltmışlar aynı kişiler tekrar tekrar yapıştırılmış aksoy film yapım cebinde akrep varmış özel efekt yapımcıları epics studios gripall effects paradox aralarında anlaşarak malı götürmüş russell crowe gladiator koskoca sanayi tüpünü gözümüze soktular kardeşim söyleyeceğimi kanıtı filmin hata geçiştiremezsiniz yere geçmek amiayene tabirini kullanmam bahsettiğim çoğaltılmış seyirci sahnesinde güneş gözlüklü sırıtıyordu bilerek isteyerek oraya konulmuş abesle iştigal görüntünün sorumluluğu derece büyük olmalı basında internette konuyla habere rastlamadım filmin yapımcısı yönetmeni faruk aksoy apmışta büyük bütçeli filmi abiye teslim etmişler sorguladığında geçmişinde film yönettiğini görüyorsunuz bunlardan ikisi çılgın dersane olacak olmuş linkteki videoda filmin bütçesiyle büyüklüğüyle övünüyor film büyük bütçe büyük küçüksün insan yönettiği işin kontrolünü yapmaz filmi bitirdiğinde inceledin tarafı gününü harcardın iyisi periyodik kontrolünü yapmadın bilerek isteyerek görüntülere filmde verdiysen diyemeyeceğim geçmiş kamera karşısına hava atıyor yaptığın bulunduğun sinema faaliyetine gözümü değdirir miyim ilkti kızıyorum bulundukları seviyeleri etmiyorlar bunlara gösterilen saygı ihtimam hakları şahan ünsal isimli kardeşim üşenmemiş çekim hatalarının videosunu yapmış ellerine sağlık devede kulak güneş gözlüklü abiyi kareye sokmanın edepsizliğini türlü kaldıramıyorum başka filmde güler geçerim yakın tarihimizin büyük olaylarından birinin filmi kardeşim yerli emekçi hayata geçirilmiş amaan taktığım mevzuya işimiz düzgün işimiz doğru https izlesene video fetih 1453 kamera arkasi goruntuleri 6835667 https youtube watch ııkycdreemo,Bad
filmi izledim üzülerek söylüyorum malesef ecdada yakışır film olmamış muhteşem yüzyıl dizisi ecdada iftira edildiğini düşünüyorum filmin başında peygamber efendimiz sallallahu aleyhi sellemin hadis şerifi başlayıp tarihe güzel komutan güzel asker geçmiş şahsiyetleri zina yapan sinirlenince tesbihi parçalayıp allaha isyan tipler yansıtmışlar cennet mekan fatih sultan mehmet kutlu askerlerine çamur kalsın amacını gütmüş geldi şanlı tarihimizle yapımların dahada çoğalmasını sonuna destekliyorum lakin iftiralar olacaksa tarihi yorumlarken osmanlıya karşı yargılı tarihçilerle çalışılacaksa yapılmasın,Bad
verilen emeğe saygısızlık etmek istemem sadece görsel efekleri elle tutulur şeklide bitirmiyor senaryosu istanbulun fethinin anlatılması yetersiz kalmış topun yapım işine saat ayırıp gemilerin karadan yürütülmesi asıl işlenmesi konu düşünüyorum dakikaya sığdırılmış film güzel başlangıç kesinlikle yetersiz çocuklar izlenebilecek yapım sadece görsel efeklerin çuvalladığı senaryo açısından facia diyebilrim emek para harcanan yapımdan beklentilerimiz fazla herhalde ister istemez insan hoolywood yapımlarıyla kıyaslıyor sözümde prestige sinema zonguldak filmde insanların gözlerinden yukarısı yoktu işkenceye evirdiler seyir zevkimizi neymiş ellerindeki lenslerle oluyormuş yapamıyorsanız kapatın arkadşım banane elindeki lensten para verdim düzgün hizmet istiyorum sadece birde filmde kullanılan müzikler yüzüklerin efendisi tarzında olunca adamın aklına osmanlı imparatorluğu gelmiyor azından filmin sonunda mehter marşı patlatmamışlar anlamak mümkün kısacası izleyin baklentiler büyük hayal kırıklığı fazla gürültü çıkarır,Bad
büyük hayalkırıklığı ayrıldım olay tarihimiz baştan sona filme giremiyorsunuz hasan karakteri aşkı yapay geldi aralarındaki konuşmaları akademisyenin konuşmaları hele kumandanın savaş yerinde karşılaştırılması feci yönü gösterme çabası gereksizdi bence belkide lağımcıların yönünden güzel senaryo anlatılabilirdi hele filmin sahnesi isyan ettirecek boyutta fatih ayasofya girisi ülkesi alınmış halkın dakika yüzlerinin gülmesi fatih cocugunu kucağına alması gereksizdi para yaklaşmak filme vermek anlayamacağım görselliği savaş sahnelerini eleştiren fazla yönlerinde para alakası sanırım,Bad
okuduğum yorumlardan filme diyenlerin görsel efektleri beğenmelerinden kaynaklandığını görüyorum yahu arkadaş tonlarca görsel efektli filmler yapılıyor senaryoya gelince kötüler fetih 1453 ünde senaryosu kötü anlatayım derken resmen boğuluyor filmde bütünlük göremedim dakikalık kısa kısa filmler araya getirilerek film çıkarılmış mesela gemilerin haliç indirilmesine karar verildi haliç indirince osmanlı devleti avantaj sağladı keşke görsel efektlere harcanan paradan kısılarak düzgün kast oluşturulsaymış fatih rolündeki arkadaş dışındakiler sırıtıyordu,Bad
fetih 1453 yüzüğün düşme sahnesi efendisinden fatih babasıyla konuşması gladiatör çocuğun elma çalması akrep kral orman sahnesi robin hood gemilerin gösterilişi truva fatih zırhın giydiriilişi aragorn sahnesinden osmanlı askerinin savaşa giderken gösterilmesli efendisi orgların geliş sahnesinden konstantinopolis imparatorunun halka hitabı gladiatörden surların önünde askerlerin karşılaşması truva aynı sahne karşılıklı konuşma cennetin krallığıbunların yanında bizanslı hükümdarlar kadın eğlence düşkünü bizimki uzun süredir oğlunun annesine sürmüyor görsel efekler oyunculuklar oyuncu adayına yapmamsı gerektiğini yeterince öğretecek dereceden yüzeysel eleştiriler filmi beğenen sinema öğrencileri eleştirmenler film izlememişler yada insan zekasına hakaret film,Bad
arkadasları goruyorum olayi abartiyorlar film guzeldir yada degildir bazilari diyebilir zevkler renkler tartisilmaz olay degil koskoca istanbulun fethi cihan padisahi konu alip cekiyorsun zaman elestiri olucak keske beklense butce sponsor cekilseydi tarihi bilmiyenler cekmese oyunculuklar para etmez üzüldüm acikcasi kotu cekilmesine olmamış film savas filmi fantastik diyebilicegimiz yuksek butce cekilmis filmler sanal olmuyan gercek disi istanbulun fethi gercek sanli tarihimiz gercekten bilenler yapmali saygilarimla,Bad
güzel film izlemeyi bekliyordum malesef hayal kırıklığı anlaşılan bizimkiler kaliteli film yapamıyorlar oynayanlar türk olmasına filmde osmanlı ruhu değiştiren tarihi film izliyoruz romantik film tarihi film yapılıyorsa olabildiğince gerçekçi gerekir osmanlıyı yanlış gösteren muhteşem yüzyıl dizisi olmasa osmanlı devletini yansıtamamış libyanın ömer muhtarı tarihi filmlerimizi yabancı devletlere yaptırsak bari başka türlü zevkle defalarca izleyebileceğimiz filmimiz olmayacak,Bad
filmi büyük heyecanla izledim beklentimi yüksek tutmamam gerektiğini düşündüğüm kötü yapım beklemiyordum açıkçası resmen yüksek bütçeli tarkan filmi çekmişler büyük hayal kırıklığı yaşadım sinemamızın gelişmesi adına yerli filmlere destek olmalıyız tarihimizi dünya tarihini derinden etkileyen konuyu yetersiz çekmenin savunalacak tarafı olamaz sadece maddi kaygılar düşünülüp filmin böylesine kötü senaryoyla vasat oyunculuk hariç abartılı berbat oyunculuklarla konuyu fatih zekasından uzaklaştırıp sadece dini inançla fethi açıklama kaygısı taşıması filmde beğenilecek bulmayı imkansız hale getiriyor gerçekten yetenekli azimli oyuncularımız senaristlerimiz yönetmenlerimiz inancındayım şüphe dileğim filmin biran unutulup konunun farklı konuların layıkıyla işlendiği türk filmlerini izlemek türk sinemasının geleceği adına umutlanmak,Bad
ağır dram kabul ediyorum etkilemedi sürekli birilerini arama çabası ağır dram içime işlemedi kötü buldum filmi,Bad
filmin bartildigini anlamadım vasatin üstünde sıradan film beğenmedim,Bad
yazık olmuş filme bölümü izlemeyenler anlamsız kalır yeni bölüm sürekli eskiyi gösteren yeni katmayan sadece bölüm çekilmiş fragmandan ibaret film,Bad
filmin büyüsüne kapılarak salona koşanlardanım lakin üzülerek söylüyorum aynı etkiyi alamadım korku gerilim unsurunun yanında komedi ilave etme çabası zorlaması filmdeki sahne yoğunluğunu yitirdiğini söyleyebilirim yorucu derecesinde uzun film olmuş final filmde parlayan yıldız bill skarsgard oyunculuğu başarılı,Bad
caruso yıllarda özellikle gençlere hitap etmeyi başaran filmler çekmişti günümüz akımlarına neredeyse kulpu kulpuna uyan number four başlangıçta doğru tercih gözüküyor karşımızda aynı oranda başarılı film yazık yanlış bilmiyorsam kitap uyarlaması kitabını okumadım dünyasına dair bilgiye sahip değilim söylerseniz itirazım kitapları muhteşem okuman lazım filmi kötü olmuş zannetmiyorum maalesef haliyle fantastik altyapının belli günümüz trendlerinde zorlama gözüken hikaye bence oyuncular dikkat çekici doğal gerçi beklemediğim biçimde pettyfer oyunculuğu fena çıkmadı azından roller bazında düşündüğümüzde düşük beklentileri karşılamadığını söylemem lazım türü aldığımızda plana çıkabilecek kaliteye sahip düşünmüyorum çerezlik gerçek çerezlik olabilirdi,Bad
süperkahraman filmi ergen senaryo klişe klişe bilindik rastladığımız durumlar eğlendiriciydi,Bad
izlesenizde izlamasenızde beğenmedimkeanu sevmeme film güzel değildi bence,Bad
sağlam reklamı film durağan uykunuz gelebilir oscar almasını anlayamadığım film,Bad
yapan olmayandır sermiyan midyat zaman zaman yukarıdaki güzel sözler kaliteli espriler çıkarsada senarist film genel anlamda fazlaca uzatılmış skeç havasında sinemada izlemeye değmez düşünüyorum,Bad
burayı trol basmış belli parayla yorum yazıyorlar yapımcı oyuncular ilişkisi olanlar kendilerince iyilik yapmışlar yalandan filmi bitirememişler yazıktır günahtır yalan söylemeyin berbat film film kesinlikle küfürsüz yalan aile filmi orospu pavyon travesti muhabbetleri küfürler arsız kıyafetler aile doğal karşılanan diyorsanız zaman başka tonla klişe salon gülmüyor kapı gıcırtısına gulen kişinin dışında salon filmi sessiz izledi bagira çağıra konuşmalardan zaman zaman kafam şişti olmuyor vaktiniz varsa gidin beklentiniz yüksek olmasın yazık,Bad
filmde sahnede güldüm filme bakarsak kötüydü filmde senaryoyu beğenmedim diyalogları beğenmedim karakterleri beğendiğimi söyleyebilirim film üzerine fazla uğraşılmamışta doğaçlama oynanmış geldi,Bad
